@relation 'credit-Kaggle-weka.filters.unsupervised.attribute.Reorder-R10,9,8,7,6,5,4,3,1,2,11'

@attribute NumberOfDependents numeric
@attribute NumberOfTime60-89DaysPastDueNotWorse numeric
@attribute NumberRealEstateLoansOrLines numeric
@attribute NumberOfTimes90DaysLate numeric
@attribute NumberOfOpenCreditLinesAndLoans numeric
@attribute MonthlyIncome numeric
@attribute DebtRatio numeric
@attribute NumberOfTime30-59DaysPastDueNotWorse numeric
@attribute RevolvingUtilizationOfUnsecuredLines numeric
@attribute age numeric
@attribute SeriousDlqin2yrs {0,1}

@data
0,0,0,2,12,8500,0.069639,0,0.530233,27,?
4,0,0,0,17,4800,0.050198,0,0.070317,68,?
1,0,1,0,6,5443,0.187179,0,0.302498,60,?
0,0,0,0,3,3500,0.04513,0,0.146501,27,?
0,1,1,0,10,3350,0.363474,1,0.290153,55,?
3,0,2,0,9,6000,0.795867,0,0.406154,55,?
1,0,1,0,9,3250,0.374654,0,0.059428,31,?
0,0,1,0,10,8183,0.326613,1,0.098163,52,?
0,0,2,0,7,6014,0.736492,0,0,67,?
1,0,0,0,3,17000,0.049997,0,0,43,?
2,3,0,1,2,3800,0.757432,0,1,47,?
2,0,2,0,11,2000,0.803598,0,0.097268,40,?
0,0,1,0,10,531,1.114662,0,0.127918,75,?
0,0,1,0,9,8805,0.259028,0,0.006329,62,?
0,0,0,0,5,4000,0.064484,1,2.275717,29,?
2,1,1,4,7,3725,0.408213,1,0.458071,58,?
2,0,5,0,22,15308,0.488601,1,0.344852,63,?
1,0,0,0,15,12000,0.087909,0,0.072839,72,?
1,0,0,0,8,3600,0.271314,1,0.956671,28,?
3,0,0,0,5,7083,0.045878,0,0.552995,29,?
3,0,2,0,12,13233,0.453302,0,0.390517,42,?
1,0,1,0,4,4195,0.510963,1,1.078576,58,?
3,0,0,0,8,3400,0.687445,0,0.5463,73,?
0,0,2,0,5,5000,0.586083,0,0.617685,37,?
0,0,1,0,8,8850,0.241329,0,0.795547,46,?
2,0,2,0,7,2148,0.665891,2,0.896906,50,?
2,0,0,0,4,7000,0.167262,0,0.955234,41,?
2,0,1,0,11,8400,0.33008,0,0.050601,50,?
0,0,0,0,6,3000,0.041986,0,0.410513,58,?
2,1,0,0,3,?,426,1,1,46,?
0,0,0,0,16,10833,0.138545,0,0.118795,34,?
2,0,4,0,9,3000,0.757081,0,1,46,?
0,0,0,0,2,?,578,0,0.714603,72,?
0,0,2,0,16,7491,0.233849,2,0.820279,57,?
0,0,0,0,2,0,6,0,0.210789,26,?
0,0,1,0,6,?,2240,0,0.003081,55,?
0,1,1,0,8,5958,0.442692,1,0.937516,41,?
1,0,1,0,13,3600,0.524299,0,0.028167,64,?
0,0,3,0,11,?,2687,0,0.021199,50,?
0,0,2,0,14,2000,1.174913,0,0.243423,58,?
4,0,2,0,14,7747,0.40191,0,0.02169,44,?
1,0,2,0,7,6783,0.590654,0,0.404597,46,?
0,0,0,0,2,2807,0.016738,0,0.262956,26,?
0,0,1,0,13,6926,0.210481,0,0.322111,54,?
1,0,1,0,14,6792,0.529516,1,0.230427,55,?
1,0,3,0,17,6461,0.619003,0,0.156644,58,?
0,0,0,0,10,?,657,0,0,43,?
0,0,0,0,4,6000,0.161473,1,1.044811,32,?
?,0,0,0,7,?,42,0,0.012799,80,?
1,0,0,0,3,4229,0.281797,0,0.664972,46,?
0,0,2,0,7,?,1458,0,0.087018,62,?
1,0,0,0,9,3967,0.120968,0,0.048392,51,?
2,0,0,0,7,1875,0.380064,0,0.233288,47,?
0,0,0,0,1,1400,0.028551,1,0.118653,73,?
0,0,0,0,5,?,34,0,0.070056,36,?
1,0,1,0,3,6500,0.137825,0,0.178441,59,?
0,0,1,0,5,5800,0.110671,0,0.088617,59,?
0,0,1,0,9,7124,0.40814,0,0.464919,42,?
5,0,0,0,18,7636,0.362315,0,0.634017,43,?
0,0,0,0,1,?,3,0,1,77,?
0,0,0,0,8,8300,0.122033,0,0.472764,34,?
3,0,10,0,19,20950,0.73901,0,0.051759,38,?
1,0,1,0,15,5800,0.553525,4,0.734881,57,?
2,0,2,0,16,12414,0.535642,0,0.597934,59,?
2,0,1,0,6,3466,0.542256,0,0.024997,35,?
0,0,1,0,16,2984,1.102178,0,0.463771,73,?
3,1,1,0,11,4480,0.578442,3,0.855119,49,?
3,0,0,2,7,3000,0.415528,3,0.714107,37,?
0,0,0,0,8,?,1040,0,0.104863,55,?
0,0,1,0,10,?,918,0,0.11762,61,?
0,0,0,0,7,5000,0.024795,0,0.118797,81,?
1,0,0,5,5,6702,0.062808,3,0,38,?
1,0,0,0,9,0,437,0,0.057063,33,?
0,0,0,0,4,?,52,0,0.046026,68,?
0,0,1,0,11,3333,0.685663,0,0.007948,39,?
2,2,0,0,6,1842,0.195876,0,1.06367,28,?
2,0,1,0,6,10000,0.157284,0,0.029039,60,?
0,0,2,0,8,17790,0.368501,0,0.62433,63,?
0,0,1,0,6,7933,0.257751,0,0.365782,66,?
0,0,0,0,9,3080,0.02629,0,0.029604,77,?
2,0,3,0,10,?,4953,0,0.181769,53,?
2,0,1,0,8,7800,0.20382,0,0.437408,44,?
0,0,0,0,6,9485,0.004955,0,0.062997,75,?
0,0,0,0,7,1,264.5,0,0.012814,49,?
0,0,0,0,7,5319,0.120865,0,0.01626,49,?
2,0,0,0,5,4240,0.053054,0,0.047445,69,?
0,1,0,0,12,3626,0.477805,0,0.785526,80,?
0,0,3,0,12,6916,0.68122,0,0.189787,49,?
1,0,0,0,7,5000,0.224955,1,0.844158,54,?
1,0,2,0,9,12000,0.47696,0,0.39169,60,?
0,0,0,0,2,5200,0.054989,0,0,28,?
3,0,1,0,8,0,2461,1,0.425073,35,?
3,0,2,0,6,30000,0.262925,1,0.109793,41,?
0,0,1,1,9,5194,0.4718,2,0.439941,53,?
0,0,0,0,7,4800,0.005416,0,0.024277,65,?
0,0,1,0,2,3012,0.523067,2,1,57,?
0,0,1,0,13,3750,0.420954,0,0.014396,55,?
0,0,3,0,21,9807,0.357565,0,0.062696,46,?
0,0,1,0,10,14500,0.208261,0,0.001987,77,?
0,0,1,0,7,?,1260,0,0.022671,56,?
0,0,2,0,17,11291,0.38204,0,0.005047,58,?
0,0,1,0,6,2800,0.903963,0,1,63,?
0,1,0,0,3,820,0.114495,1,0,24,?
0,0,1,0,24,4700,0.370772,3,0.136876,58,?
3,0,2,0,12,5653,1.129466,1,0.990746,51,?
?,0,0,0,2,?,10,0,0.288093,24,?
?,0,0,0,5,?,35,0,0.046958,79,?
0,0,0,0,3,2000,0,0,0,31,?
0,0,1,0,5,3833,0.50313,0,0.666633,31,?
0,0,0,0,2,4083,0.005387,0,0.024031,66,?
?,0,0,0,3,?,173,0,0.184566,67,?
0,0,1,0,13,4542,0.519481,0,0.247876,56,?
0,0,0,0,7,1250,0.065548,0,0.188559,83,?
2,0,0,0,5,5554,0.226103,0,0.997012,30,?
3,0,4,0,9,8364,0.750628,0,0.031902,47,?
0,0,0,0,4,?,460,0,0,61,?
1,0,2,0,10,6617,0.257933,0,0.021659,75,?
3,0,1,0,3,5553,0.515844,0,0.114343,39,?
2,0,1,0,6,4400,0.422404,0,0.810822,54,?
0,0,2,0,10,4500,0.454343,0,0,36,?
2,0,2,0,12,5790,0.881368,0,0.56569,47,?
0,0,1,0,8,4175,0.284243,0,0.001273,59,?
0,0,0,1,9,3333,0,0,0,56,?
2,0,2,0,10,7166,0.334868,0,0.241403,54,?
0,0,0,0,8,2065,0.021781,0,0.045175,57,?
0,0,2,0,10,4583,0.53534,0,0.434081,39,?
1,0,1,0,6,6466,0.32086,1,0.190475,59,?
1,2,0,1,7,?,1364,4,0,52,?
0,0,1,0,4,?,1263,0,0.080602,39,?
0,0,1,0,10,7218,0.229672,0,0.001015,59,?
1,0,2,0,9,7325,0.320775,0,0.097661,44,?
1,0,0,0,11,5000,0.013397,0,0.019092,79,?
0,0,0,0,13,6300,0.156959,0,0.145952,51,?
2,0,1,0,7,5648,0.347141,0,0.276597,39,?
0,0,1,2,3,4605,0.577508,0,1,51,?
2,0,1,0,9,?,3532,0,0.457415,36,?
3,0,2,0,11,8000,0.532433,0,0.433305,39,?
1,0,1,0,9,7000,0.295244,0,0.291493,57,?
0,0,0,0,3,4000,0.116971,0,0.986711,26,?
0,0,0,1,20,10500,0.003143,0,0.016727,50,?
0,1,1,1,15,8000,6.586552,3,1,58,?
0,0,1,0,14,4950,0.725914,2,0.968522,62,?
1,0,0,0,8,3100,0.044502,4,1.052193,40,?
0,0,1,0,8,15025,0.209504,0,0.979103,37,?
2,0,1,0,10,2900,1.042054,1,0.901418,47,?
0,1,0,0,3,3501,0.004854,1,0.169095,50,?
0,0,1,0,5,8400,0.251042,0,0.087739,47,?
1,0,1,0,8,3700,0.518779,0,0.576582,30,?
3,0,2,0,7,6721,0.361648,0,0.038605,43,?
0,0,0,0,5,3200,0.142143,0,0.793454,45,?
2,0,1,0,3,?,2417,0,0.148871,44,?
2,0,1,0,8,2700,0.691225,0,0.028565,42,?
0,0,1,0,5,?,1891,0,0,47,?
0,0,1,0,10,6673,0.283039,0,0.000549,60,?
0,0,0,0,21,1600,0.792005,0,0.373717,45,?
1,0,1,0,8,5500,0.222323,0,0.044307,53,?
0,2,1,1,4,?,1433,2,0.300904,41,?
0,0,1,0,7,?,1237,0,0,50,?
1,0,3,0,11,15500,0.232501,0,0.025664,60,?
0,0,1,0,11,2000,1.325837,0,0,58,?
1,0,1,0,15,7833,0.553357,5,0.407282,41,?
0,1,1,0,20,?,3861,1,0.132685,58,?
1,0,0,0,4,4387,0.126026,1,1,52,?
0,0,0,0,11,8500,0.037054,0,0.021847,33,?
1,0,1,0,8,32000,0.062654,0,0.096586,52,?
2,2,0,1,4,2740,0.316673,2,1.023256,43,?
1,0,0,0,9,8000,0.086114,0,0.839754,34,?
1,0,1,0,6,5100,0.284454,0,0.062775,50,?
1,0,1,0,9,7166,0.246547,0,0.109792,38,?
2,1,2,1,15,10200,0.441133,0,0.045869,51,?
3,0,2,0,15,9800,0.372411,3,0.198037,50,?
0,0,1,0,6,13500,0.181542,0,0.301442,51,?
0,0,0,0,5,?,549,0,0.440879,26,?
0,0,1,0,14,8333,0.400648,0,0.035577,61,?
3,0,0,0,4,6333,0.133565,0,0.589633,38,?
0,0,1,1,3,2869,0.65122,3,0.987203,67,?
0,0,0,0,11,9642,0.32158,0,0.722634,48,?
1,0,2,0,11,5333,0.3039,0,0.143377,48,?
1,0,4,0,19,6300,0.691319,0,0.101035,63,?
0,0,0,0,6,?,5,0,0.010187,67,?
0,0,2,0,6,11750,0.323632,0,0,65,?
3,0,2,0,13,6700,0.379943,1,0.057172,38,?
0,0,1,1,1,3448,0.562772,0,1,44,?
0,0,1,0,8,?,705,0,0.02445,67,?
2,0,2,0,7,12000,0.188901,0,0.122509,52,?
0,0,2,0,6,10416,0.12662,0,0,67,?
0,0,0,0,5,11329,0.060018,0,0,49,?
0,0,0,0,1,11558,0,0,1,65,?
0,0,0,1,0,?,0,0,1,24,?
?,0,0,0,0,?,0,0,1,60,?
1,0,1,0,13,10445,0.218361,0,0,58,?
0,0,0,0,9,9950,0.099086,0,0.031063,55,?
1,0,3,0,18,18000,0.290095,0,0.484017,61,?
0,0,1,0,5,4200,0.271364,0,0,32,?
0,0,0,0,1,870,0.004592,0,0.138861,24,?
0,0,3,0,21,11750,0.464897,4,0.37175,61,?
0,0,1,0,9,7000,0.170119,0,0.17209,48,?
2,0,3,0,11,7000,0.760606,0,0.474858,46,?
0,0,0,0,6,?,256,0,0.024408,75,?
1,0,0,0,3,3506,0.097519,0,0.112811,32,?
0,0,1,0,4,?,1932,0,0.002113,46,?
1,0,0,0,8,5288,0.208924,0,1,45,?
0,0,1,0,18,7333,0.384783,0,0.090878,63,?
0,0,0,0,8,3000,0.39087,0,0.955441,69,?
0,0,1,0,7,12104,0.25064,0,0.189217,51,?
1,1,0,1,6,3316,0.169732,1,0.179829,45,?
1,0,0,0,7,6500,0.061375,0,0.034044,37,?
2,0,2,0,11,7630,0.290132,0,0,43,?
0,0,2,0,10,6650,0.278454,0,0.088839,55,?
1,0,1,0,4,1792,0.649191,0,0.622569,41,?
0,0,0,0,9,13087,0.015128,0,0.092688,57,?
0,0,0,0,4,?,32,0,0.081571,28,?
0,0,1,0,9,7750,0.142562,0,0,57,?
4,0,1,1,2,7528,0.096029,1,1,38,?
0,0,1,0,28,3580,0.331192,0,0.097185,73,?
0,0,0,2,3,5900,0.14201,4,1.112957,33,?
2,0,0,0,9,5200,0.190156,0,0.369771,48,?
0,0,2,0,23,7950,0.673249,0,0.659487,53,?
1,0,1,0,8,4800,0.302229,0,0.009606,77,?
1,0,0,1,7,4350,0.376235,1,0.984041,69,?
2,0,2,0,11,17100,0.181627,0,0.056963,50,?
4,1,0,1,6,4635,0.46635,1,1.082573,38,?
1,0,0,0,9,3166,0.207768,0,0.404989,26,?
1,0,0,0,4,7000,0.094986,1,0.325893,57,?
1,0,2,0,23,11426,0.223943,0,0.005691,58,?
1,0,2,0,9,7800,0.358159,0,0.021612,56,?
1,0,1,0,13,3196,0.491085,0,0.216815,52,?
0,0,1,0,16,2320,1.179664,0,0.615664,61,?
0,0,0,0,13,5000,0.063587,0,0.080322,36,?
0,1,1,4,3,?,962,1,0.456636,68,?
3,0,2,0,11,8700,0.494886,0,0.826396,34,?
0,0,2,0,11,0,3339,0,0,40,?
5,0,3,0,5,8875,0.406039,0,0.030188,37,?
1,0,0,0,11,2746,0.43866,1,0.299949,33,?
0,0,1,0,16,3425,0.3561,0,0.017759,56,?
3,0,0,0,2,4466,0.079919,0,0.30027,50,?
0,0,2,0,8,4000,0.610847,0,0,59,?
2,0,2,0,10,5896,0.321859,0,0.207722,45,?
2,0,2,0,5,9977,0.301163,0,0.111861,51,?
0,0,0,0,3,1120,0.471008,0,0.92641,31,?
2,0,1,0,7,?,1938,0,0.016594,51,?
3,0,0,0,1,3767,0.06104,0,1,29,?
0,0,0,0,8,6833,0.015364,0,0.036399,44,?
0,0,1,0,4,0,577,0,0.04088,60,?
0,0,1,0,10,2673,0.519073,0,0.523913,59,?
1,0,3,0,22,12530,0.707206,1,0.278431,39,?
0,1,0,0,12,5250,0.059608,1,0.82911,48,?
0,0,1,0,2,?,1965,0,1,54,?
0,0,0,0,7,541,0.206642,0,0.598794,27,?
0,0,1,0,7,3950,0.563908,1,0.388915,55,?
1,0,1,0,6,6165,0.251216,0,0.38184,29,?
0,0,2,0,13,9749,0.104205,0,0.007286,49,?
0,0,0,0,6,1991,0.170181,0,0.10018,66,?
0,0,2,0,10,?,3416,0,0.08535,61,?
1,0,1,0,7,4958,0.31095,1,1.143238,40,?
1,0,2,0,11,8916,0.296961,4,0.135389,44,?
0,0,1,0,13,6895,0.327726,2,0.056882,66,?
0,0,0,0,6,?,110,0,0.198073,64,?
1,0,0,0,6,3500,0.391317,0,0.94962,50,?
0,1,1,0,5,7310,0.175626,0,0.031022,46,?
1,0,1,0,14,12193,0.168772,0,0.361472,64,?
3,0,2,0,11,10000,0.912909,0,0.47049,41,?
0,0,2,0,5,5833,0.301166,0,0,33,?
5,0,0,0,11,?,461,0,0.94537,36,?
0,0,0,0,4,4333,0.023535,0,0.043972,37,?
1,0,2,0,15,14833,0.296077,0,0.455513,67,?
2,0,1,1,7,4868,0.405833,1,0.245186,40,?
1,6,0,2,7,3000,0.19027,0,0.814881,41,?
1,0,2,0,15,4000,0.55911,0,0.504152,42,?
2,0,1,0,17,7083,0.421372,0,0.153656,36,?
0,0,0,0,3,?,0,0,0,78,?
0,0,0,0,6,?,28,0,0.03058,70,?
0,0,1,0,5,5541,0.290689,0,0.155086,42,?
3,3,1,1,11,3800,0.621415,6,1.013703,46,?
1,0,1,0,7,9167,0.225785,0,0.009327,79,?
3,0,1,0,5,8300,0.13396,0,0.079169,48,?
2,0,1,0,16,5830,0.239067,1,0.026303,49,?
1,1,1,0,3,4757,0.246742,0,0.041984,54,?
0,0,0,0,3,3028,0.007923,0,0.089768,31,?
0,0,1,0,9,3600,0.368231,0,0.006727,66,?
0,1,2,1,2,3500,0.636675,2,1,49,?
1,0,2,0,12,7618,0.489303,0,0.829521,67,?
3,0,2,0,12,4600,0.775049,1,0.840638,58,?
3,0,0,0,7,7500,0.037328,0,0.003237,41,?
2,0,1,0,11,2800,1.10282,0,0.319321,44,?
0,0,1,0,11,7000,0.83231,0,0.526341,42,?
?,2,2,0,12,?,3866,1,1.079053,36,?
3,0,2,0,7,10672,0.19554,0,0.045337,45,?
4,0,0,4,2,3361,0.020523,0,0.998004,41,?
0,0,2,0,21,3000,1.254249,0,0.259066,62,?
2,0,0,0,2,9000,0.054772,0,0.25315,48,?
0,0,0,0,7,6000,0.001333,0,0.002619,80,?
1,0,0,0,5,8494,0.088523,0,0.064407,82,?
2,0,1,1,12,4546,0.595997,0,0.806194,37,?
2,0,1,0,11,5166,0.189085,0,0.169881,46,?
0,0,1,0,9,5500,0.34012,0,0.019473,59,?
0,0,0,0,5,1200,0.318068,0,0.810631,25,?
2,0,1,0,12,?,1978,0,0.293755,47,?
0,0,0,0,4,4800,0.003124,0,0.016518,52,?
3,0,2,0,5,18750,0.160365,0,0,41,?
0,0,0,0,3,5200,0.130744,1,0.517741,62,?
0,0,2,0,12,4800,0.588211,0,0.001676,49,?
?,0,0,0,4,?,13,0,0.044178,90,?
1,0,1,0,10,10578,0.134701,1,0.185457,54,?
0,0,1,0,9,6594,0.119484,0,0.000124,65,?
0,0,0,1,3,2020,0.444334,0,1,28,?
0,0,1,0,13,7590,0.226452,0,0.028981,66,?
2,0,2,0,11,17000,0.234692,0,0.147873,55,?
3,0,2,0,14,6000,0.383936,0,0.082876,41,?
0,0,1,0,7,?,903,0,0.024178,69,?
1,0,1,0,9,?,1083,0,0.033025,65,?
2,0,0,0,1,4000,0.00025,0,0.010497,49,?
0,0,1,0,7,6666,0.19634,0,0.04094,65,?
0,0,2,0,13,8000,0.408074,0,0,59,?
1,0,2,0,8,8272,0.245256,0,0.246594,45,?
0,0,0,0,0,?,0,0,1,41,?
0,0,0,0,7,1700,0.010582,2,0.012362,74,?
0,0,0,0,8,3000,0.095968,0,0.090762,32,?
2,0,3,0,23,16580,0.407635,0,0.181972,60,?
1,0,1,0,8,4284,0.27888,0,0.234595,54,?
0,0,1,0,6,?,1934,0,0.037579,68,?
3,0,1,0,3,16042,0.078539,0,0.188387,56,?
0,0,2,0,2,?,2730,0,1,36,?
1,0,1,0,6,15030,0.198656,0,0.510087,61,?
0,0,1,0,9,5833,0.432808,0,0.01437,69,?
2,0,1,0,9,5800,0.65368,0,0.826441,38,?
0,0,1,0,5,?,1031,0,0.022517,67,?
1,0,0,0,8,8630,0.246785,0,0.35232,43,?
0,0,2,0,10,?,2004,0,0.013767,64,?
1,0,1,0,6,2423,0.712459,0,0.72756,38,?
5,0,1,0,5,7900,0.184027,0,0,37,?
0,0,0,0,8,3750,0.139429,0,0.0061,28,?
