@relation 'credit-Kaggle-weka.filters.unsupervised.attribute.Reorder-R10,9,8,7,6,5,4,3,1,2,11'

@attribute NumberOfDependents numeric
@attribute NumberOfTime60-89DaysPastDueNotWorse numeric
@attribute NumberRealEstateLoansOrLines numeric
@attribute NumberOfTimes90DaysLate numeric
@attribute NumberOfOpenCreditLinesAndLoans numeric
@attribute MonthlyIncome numeric
@attribute DebtRatio numeric
@attribute NumberOfTime30-59DaysPastDueNotWorse numeric
@attribute RevolvingUtilizationOfUnsecuredLines numeric
@attribute age numeric
@attribute SeriousDlqin2yrs {0,1}

@data
0,0,1,0,4,7000,0.209684,0,0.479879,57,?
0,0,1,0,15,4637,1.260457,0,0.505314,58,?
0,0,1,0,9,7450,0.22091,0,0.004558,53,?
2,0,2,0,5,10666,0.222462,0,0.0954,49,?
0,0,0,0,3,?,582,0,0.947653,41,?
0,0,2,0,18,10000,0.591641,0,0.397859,56,?
1,0,0,0,2,3693,0.008121,0,0.201519,43,?
0,0,2,0,17,4240,0.667295,2,0,66,?
3,0,2,0,9,16000,0.526217,0,1,47,?
2,0,1,0,4,4846,0.519084,0,0.687785,39,?
0,0,0,0,7,5200,0.198423,3,0.657526,32,?
0,0,1,0,15,7689,0.264109,0,0.03429,60,?
2,0,2,0,22,20000,0.331383,0,0.767386,43,?
1,0,1,0,11,3005,0.333333,0,0,65,?
2,0,1,0,9,3200,0.540769,1,0,44,?
0,0,1,0,13,5557,0.134581,0,0.108755,68,?
2,0,3,0,8,18500,0.066321,0,0,62,?
0,0,1,0,4,?,1097,0,0.021555,66,?
4,0,1,0,11,11600,0.569692,2,0.94136,44,?
0,0,1,0,2,?,1717,0,0.182241,50,?
3,0,0,0,5,7800,0.040123,0,0,30,?
1,0,1,0,6,5700,0.300123,0,0.039282,38,?
1,0,3,0,22,12833,0.347125,0,0.119539,55,?
?,0,0,0,0,?,0,0,1,79,?
0,0,1,0,4,4325,0.262136,0,0,36,?
0,0,0,0,4,?,374,0,0,62,?
1,0,2,0,17,?,3851,0,0.00939,36,?
1,0,2,0,7,5000,0.511098,1,0.059492,53,?
1,0,1,0,6,6299,0.405556,0,0.260475,43,?
0,0,0,0,8,9433,0,0,0.000267,88,?
0,0,1,0,16,?,1068,0,0.073333,67,?
2,0,1,0,4,5700,0.225925,0,0.318773,36,?
0,0,0,0,3,2500,0.109556,0,0.508295,26,?
0,0,0,0,1,7000,0.000286,1,0.025325,31,?
1,0,1,0,14,22000,0.040725,0,0.017692,56,?
4,1,0,1,4,5436,0.26945,0,0.552799,42,?
2,0,2,0,8,3700,0.655769,0,0.038391,46,?
0,0,2,0,6,2500,0.592163,0,0.142139,55,?
1,0,2,0,10,9131,0.419952,0,0.545009,49,?
0,0,0,0,2,3668,0.005451,0,0.02273,76,?
1,0,2,0,4,5000,0.313737,0,1,46,?
2,0,3,0,23,7200,0.583252,0,0.158256,53,?
1,0,1,0,7,3800,0.496185,0,0.287361,46,?
1,0,0,0,5,3091,0.426908,0,0.56623,35,?
1,0,0,0,3,8000,0.018373,0,0.110447,65,?
1,0,1,0,6,?,2399,0,0.503078,55,?
?,0,0,0,4,?,0,0,1,69,?
1,0,3,0,15,14166,0.796711,0,0.760503,63,?
0,0,2,0,7,7250,0.450145,2,0.905168,74,?
0,0,1,0,3,?,2459,4,1.001746,41,?
2,0,1,0,12,7583,0.131988,0,0.045306,58,?
0,0,1,1,8,5000,0.285143,1,0,47,?
0,0,2,0,12,4600,0.56379,1,0.508212,49,?
1,0,1,0,15,?,1290,0,0.013836,54,?
0,0,1,0,2,0,795,0,0.004166,32,?
0,0,2,0,15,?,5361,0,0.052738,55,?
2,0,1,0,4,8400,0.116653,1,0.345611,32,?
2,0,1,1,7,1804,0.74626,1,1.020178,39,?
2,0,0,1,8,7500,0.07479,1,0.8801,46,?
1,0,1,0,4,10846,0.227067,0,0.24659,56,?
1,0,0,0,4,3609,0.161496,0,1,35,?
1,0,1,0,16,9000,0.261971,1,0.582225,48,?
0,0,0,0,9,5000,0.268946,0,0.279968,71,?
0,0,1,0,9,?,1338,0,0.183229,56,?
2,0,3,0,10,8333,0.456443,0,0.320173,46,?
0,0,0,0,3,4833,0.272238,0,0.60117,60,?
0,0,1,0,10,8120,0.329024,0,0.152929,35,?
0,0,0,0,1,?,514,0,1,50,?
0,0,1,0,16,800,0.424469,0,0.095005,73,?
1,0,1,0,6,10533,0.166698,0,0.039955,59,?
1,0,3,0,17,8200,0.449579,0,0.003286,49,?
1,0,0,0,2,2500,0.27469,0,1,26,?
0,0,1,0,10,3126,1.004797,0,0.015941,40,?
2,0,2,0,5,3583,0.967913,0,0.093216,44,?
0,0,2,0,16,3400,0.9803,0,0.147423,65,?
1,0,1,0,10,?,2094,0,0.038721,60,?
0,0,1,0,8,?,2145,0,0.065554,63,?
0,0,1,0,1,?,849,1,1,29,?
0,0,2,0,8,3162,0.611761,0,0.590419,50,?
2,0,1,0,15,10000,0.248975,0,0.06615,52,?
?,0,0,0,1,?,1,0,1,53,?
1,0,0,0,6,4583,0.065663,0,0.061548,42,?
0,0,0,0,8,10500,0.11037,2,0.851867,32,?
0,0,0,0,8,3500,0.019137,0,0.049944,24,?
0,0,0,0,3,?,19,0,0.019044,75,?
1,0,6,0,22,11795,0.70312,0,0.234191,51,?
0,0,0,0,6,?,70,1,0.04281,60,?
0,0,0,0,11,1666,0.019196,0,0.020553,73,?
3,0,2,0,6,4725,0.344266,0,0.05392,47,?
2,0,1,0,8,5667,0.19319,0,0.023517,42,?
3,0,2,0,6,6937,0.30124,2,0.08132,40,?
2,0,1,0,8,22500,0.254389,0,0.138345,38,?
0,0,3,0,22,14500,0.398317,0,0.044443,53,?
0,0,0,0,5,9196,0.013809,0,0.106322,55,?
0,0,1,0,4,?,2415,0,0.41565,38,?
0,0,0,0,7,1341,0.245902,0,0.106539,74,?
1,0,1,0,13,4533,0.522717,0,0.025321,54,?
0,0,1,0,7,?,3839,0,0.177105,45,?
0,0,0,0,14,3835,0.177789,0,0.020899,66,?
0,0,2,0,8,4166,0.321334,0,0.020407,31,?
0,0,0,0,27,?,25,0,0.006165,79,?
0,0,0,0,30,6250,0.178531,0,0.280521,45,?
2,0,2,0,12,5800,0.511291,0,0.195688,29,?
0,0,1,0,9,10566,0.200246,0,0.17428,51,?
0,0,1,0,10,14000,0.223555,0,0.094246,63,?
2,0,1,0,3,4000,0.503374,0,0.200631,28,?
0,0,0,0,2,1850,0.252296,0,1,71,?
0,0,2,0,7,2200,0.992731,0,0.140616,38,?
0,0,0,0,7,2500,0.267893,1,0.029794,31,?
0,0,1,0,6,5000,0.230154,0,0.037211,63,?
3,0,2,0,13,?,2147,0,0.048295,46,?
0,0,0,0,6,?,0,0,0,78,?
2,0,4,0,8,?,4121,0,0.373964,26,?
0,0,1,0,6,4583,0.199607,0,0.128513,44,?
0,0,0,0,3,5250,0.113693,0,0.360632,38,?
0,0,0,0,6,2084,0.005276,1,0.00955,81,?
1,0,0,0,7,4513,0.011963,0,0.027194,44,?
0,0,0,0,3,3629,0.114601,0,1,49,?
1,0,0,0,8,2000,0.089455,2,1.003095,27,?
0,0,1,0,5,5000,0.417516,0,0.224065,36,?
2,1,2,2,4,1959,0.545918,2,1,44,?
2,0,1,0,14,7000,0.367947,0,0.222967,38,?
2,0,0,1,1,0,190,0,1,26,?
1,0,3,0,13,7400,0.68153,0,0.119818,59,?
0,0,0,0,3,2248,0.003557,0,0.007706,24,?
0,0,0,0,5,2250,0.235895,0,0.02883,26,?
1,0,1,0,7,3255,0.535319,0,0.022346,33,?
1,0,1,2,7,6666,0.39958,1,1,44,?
2,0,2,0,10,1700,2.035273,0,0.772524,47,?
0,0,2,0,10,4644,0.372659,0,0.427733,50,?
0,0,3,0,13,8075,0.412333,0,0.022625,59,?
2,0,1,0,18,8108,0.185843,0,0.001529,58,?
1,0,2,0,10,4475,0.386953,0,0.015007,28,?
0,1,0,0,9,979,0.543878,0,0.007895,78,?
0,0,1,0,3,?,1017,0,0.084359,67,?
0,0,1,0,5,?,1202,0,0,38,?
1,0,0,0,8,?,506,0,0.035517,30,?
2,0,1,0,12,?,2461,0,0.817164,55,?
3,0,2,0,8,9064,0.41743,0,0.148514,50,?
3,0,1,0,5,11456,0.10247,0,0.043494,47,?
0,0,1,0,7,1692,0.626108,0,0.137867,60,?
1,0,1,0,5,5300,0.705339,0,0.609184,54,?
0,0,1,0,6,8416,0.190923,0,0.220266,52,?
0,0,0,1,0,2400,0.004581,0,1,52,?
0,0,0,0,2,1696,0.213318,0,1,23,?
0,0,2,1,9,5003,0.161071,0,0,71,?
3,0,0,0,4,7000,0.007713,0,0.02868,46,?
0,0,1,0,7,10000,0.241576,0,0.026709,65,?
0,0,0,0,4,0,90,0,1,46,?
0,0,1,0,6,2200,0.716493,0,0,31,?
0,0,1,0,18,3687,0.729121,0,0.168398,76,?
0,0,0,0,1,2500,0,0,0.002428,78,?
0,0,0,0,6,?,85,0,0.078398,70,?
3,0,1,0,7,15147,0.164972,0,0.077854,51,?
0,0,1,0,9,?,4549,0,0.441877,52,?
0,0,2,0,15,0,2220,0,0.024309,64,?
3,0,0,0,14,6890,0.189377,0,0.442067,60,?
0,0,1,0,19,7100,0.379946,0,0.110716,71,?
0,0,0,0,2,?,0,0,0,96,?
1,0,1,0,9,7660,0.528652,0,0.9614,47,?
0,0,0,0,3,3500,0,0,0,31,?
0,0,1,0,17,5833,0.239801,3,0.055708,50,?
0,0,1,0,5,?,899,0,0.050701,57,?
0,0,0,0,8,3900,0.065368,0,0.057385,28,?
0,0,1,0,13,?,1352,0,0,58,?
0,0,0,0,11,4834,0.051293,0,0.000722,50,?
2,0,2,0,6,15000,0.185588,0,0.004341,57,?
2,0,0,0,9,6265,0.733642,1,0.827267,41,?
0,5,1,4,10,?,2863,1,0.403925,52,?
2,0,1,0,10,1000,1.202797,0,0,37,?
0,0,1,0,4,?,1390,1,0.740915,55,?
0,1,0,0,4,5061,0.271237,0,1,37,?
0,0,0,1,4,?,1122,0,0.269049,45,?
0,1,0,1,4,6200,0.205128,2,0.944112,33,?
?,0,1,0,6,?,1587,0,0.158796,57,?
0,0,0,0,7,?,345,0,0.031908,67,?
0,0,0,0,1,?,2,0,0.044478,36,?
0,0,0,0,10,3720,0.115292,1,0.188323,67,?
1,0,0,0,6,2116,0.253661,0,0.026134,43,?
2,0,2,0,8,0,2343,0,0.000226,46,?
0,1,0,1,2,1250,0.095124,0,0.484184,28,?
0,0,1,0,18,3500,0.614396,0,0.291762,64,?
0,0,0,0,1,?,657,0,0.21459,75,?
0,0,0,0,9,740,1.053981,0,0.926549,30,?
1,0,2,0,13,4000,0.817296,0,0.182947,53,?
0,0,1,0,12,10000,0.224578,2,0.235309,54,?
0,0,0,2,0,1200,0,0,1,25,?
0,0,1,0,4,7000,0.340951,1,1.037962,47,?
0,0,0,0,4,764,1.321569,0,0.555778,26,?
0,0,2,0,7,?,2985,0,0,38,?
0,0,1,0,14,5150,0.073966,0,0.028389,79,?
1,0,2,0,7,10400,0.511393,0,0.008304,55,?
0,0,2,0,24,3600,0.680089,0,0.288385,68,?
2,0,0,0,4,1250,0.407674,0,0.4837,48,?
0,0,0,0,7,1500,0.173884,0,0.073132,27,?
4,0,1,0,2,11666,0.232451,0,112,37,?
0,0,1,0,15,7880,0.388022,0,0.418665,53,?
4,0,2,0,19,9000,0.508832,0,0.252319,58,?
2,1,0,0,7,5900,0.039315,1,0.836803,35,?
0,0,1,0,10,3000,0.957681,1,0.609286,51,?
2,0,1,0,15,?,2640,0,0.89298,53,?
0,0,1,0,9,5699,0.284912,0,0.01316,61,?
2,0,1,0,6,10581,0.15498,0,0.23206,53,?
1,0,1,0,3,2155,0.255566,0,1,41,?
0,0,0,0,7,885,0.422122,0,0.001198,51,?
3,0,2,0,10,6100,0.286347,0,0.02882,53,?
0,0,1,1,5,5833,0.207405,1,0.2511,44,?
2,0,0,0,5,5785,0.02506,1,0,47,?
0,0,0,0,3,?,0,0,0,81,?
0,0,1,0,3,3091,0.348318,0,0.107799,61,?
0,0,0,0,11,1700,0.017049,0,0.003783,89,?
0,0,1,0,7,?,1996,0,0.994401,54,?
0,0,0,0,4,?,105,0,0.069405,58,?
0,0,2,0,7,4000,0.853037,0,0.949505,52,?
1,0,3,0,16,9163,0.748363,0,0.910089,48,?
2,0,3,0,21,8965,0.483939,0,0.198611,60,?
0,0,1,0,4,8333,0.229422,0,0.103721,43,?
2,0,1,0,12,4600,0.474462,0,0.176113,32,?
0,0,0,0,7,3000,0.17061,0,0,26,?
0,0,1,0,8,6666,0.380681,0,0.237571,84,?
0,0,0,4,2,1600,0.212992,1,1,53,?
2,0,2,0,17,9700,0.364808,0,0.362291,50,?
3,0,0,0,6,7100,0.06309,0,0.093065,57,?
2,2,1,0,16,4738,0.745094,0,0.985721,41,?
0,0,0,0,5,10500,0.019141,0,0.062586,49,?
0,0,2,0,15,3500,1.664096,0,0.258896,35,?
0,0,1,0,2,?,3005,0,0,34,?
1,0,3,0,10,10881,0.469858,0,0.646486,67,?
0,0,1,0,5,7166,0.247244,2,1,47,?
0,0,0,0,3,12000,0,0,1,82,?
0,0,0,0,3,1500,0.001999,0,0.0036,75,?
0,0,0,0,3,3750,0.169022,0,0.9501,50,?
2,0,1,0,5,2800,0.308461,0,0.216943,53,?
2,0,2,0,9,6400,0.594126,0,0.992459,50,?
0,0,2,0,13,4313,0.461521,1,0.129039,48,?
0,0,2,0,9,?,1862,0,0,55,?
1,0,1,0,7,10550,0.315989,0,0.41178,36,?
0,0,0,0,13,4166,0.00264,0,0.005349,65,?
0,0,2,0,8,3923,0.395005,0,0.904088,62,?
1,0,1,0,12,6667,0.381224,0,0.245939,49,?
3,0,0,0,7,?,909,0,0.000394,60,?
2,0,1,0,13,4970,0.496077,0,0.25427,58,?
2,0,1,0,12,6600,0.270414,0,0,44,?
0,0,0,2,11,3319,0.439157,7,0.968335,48,?
0,0,1,0,9,8500,0.18986,0,0.309865,66,?
0,0,0,0,5,2500,0.013195,0,0.023151,63,?
0,0,2,0,5,?,1809,0,0.03726,52,?
0,0,2,0,8,?,4771,0,1,74,?
0,1,0,0,3,1610,0.253259,0,0.760956,39,?
1,0,3,0,15,6416,0.349384,0,0.01412,55,?
0,0,1,0,15,7410,0.245311,0,0.289967,53,?
1,0,1,0,7,5400,0.293649,0,0.191648,59,?
0,0,1,0,7,11250,0.233846,0,0.160085,52,?
0,0,2,0,7,4083,0.406709,0,0.049891,54,?
0,0,0,0,6,4076,0.00883,0,0.028647,76,?
3,0,1,0,7,?,1735,0,0.309593,46,?
0,0,0,0,27,22000,0.184855,0,0.438567,30,?
0,0,1,0,12,4166,0.5042,0,0.016279,69,?
0,0,2,0,11,?,1097,0,0,73,?
0,0,1,0,12,2650,0.491135,0,0.262689,56,?
2,0,1,0,6,4166,0.401008,0,0.014483,37,?
0,0,2,0,19,?,7731,5,0.554386,48,?
0,0,2,0,10,6666,0.329834,2,0.495966,60,?
0,0,2,0,5,7261,0.166483,0,0.006706,69,?
0,0,1,0,10,4024,0.450683,0,0.016191,39,?
0,0,1,0,10,9450,0.265051,0,0.334826,38,?
0,0,0,0,5,6591,0.081766,1,0.203169,76,?
2,0,3,0,12,18800,0.291367,0,0.051462,68,?
1,1,0,1,20,2500,0.168733,0,0.715405,55,?
5,0,1,0,14,4596,0.34653,0,0.689377,48,?
0,0,0,0,1,?,9,0,1.089701,26,?
0,0,1,0,2,?,1453,0,1,73,?
0,0,0,0,4,8840,0.135957,1,0.624062,61,?
1,0,1,0,14,5137,0.319969,0,0.073778,78,?
2,0,3,0,14,3600,1.213274,0,0.690366,48,?
0,0,2,0,10,9606,0.380764,0,0.163865,74,?
0,0,1,0,17,?,1265,0,0.005528,45,?
2,1,1,0,7,2995,0.578772,1,0.684836,47,?
2,0,0,0,5,9167,0.019634,0,0.094543,43,?
1,0,1,0,9,3000,0.580806,0,0.486098,50,?
3,0,2,0,26,17906,0.409505,0,0.30794,56,?
2,0,1,0,2,8600,0.308685,0,1,42,?
5,0,1,0,9,11000,0.326243,0,0.181936,37,?
2,0,2,0,20,4570,1.167359,0,0.639662,45,?
0,1,0,0,7,5000,0.156969,2,0.155551,61,?
0,0,0,0,8,10487,0.005053,0,0.042069,76,?
?,0,1,0,12,?,1048,0,0.064787,52,?
3,0,2,0,7,9571,0.403782,0,0.007294,45,?
1,0,2,0,14,?,2838,0,0.037141,66,?
0,0,3,0,11,33132,0.233785,0,0.822746,73,?
0,0,2,0,10,4000,0.44014,0,0.068093,63,?
0,0,1,0,5,6658,0.314311,0,0.50575,48,?
2,1,0,0,9,10000,0.035196,1,0.933458,42,?
0,0,1,0,12,5384,0.29935,0,0.000154,39,?
0,0,2,0,13,8000,0.418198,0,0.236611,56,?
0,0,0,0,1,?,1465,1,1,62,?
0,1,2,0,20,3766,0.43005,0,0,65,?
0,0,0,0,6,7834,0.053095,0,0.610191,58,?
0,0,2,0,6,8629,0.576941,0,0.290542,45,?
2,0,1,0,12,11757,0.032148,0,0.061321,56,?
?,0,0,0,1,?,0,0,1,21,?
0,0,2,0,19,4400,1.403545,0,0.016675,55,?
?,0,2,0,6,?,2729,0,0.024161,55,?
0,0,1,0,12,8000,0.139108,0,0,59,?
3,1,0,0,5,1680,0.815586,2,0.79569,44,?
0,0,0,0,7,?,1049,0,0.848237,53,?
0,0,4,0,8,5314,1.01317,1,0,54,?
0,0,2,0,12,5700,0.699176,0,1.001428,55,?
1,0,0,0,3,1,2,0,0.199765,39,?
0,0,3,2,16,8625,0.501855,4,0.75303,43,?
1,0,11,0,24,15184,1.279684,0,0.586287,69,?
2,0,2,0,18,8000,0.330959,0,0.13461,60,?
0,0,4,0,12,2285,1.242782,0,1,70,?
0,0,3,0,21,21333,0.525405,0,0.07793,64,?
0,0,1,0,8,8550,0.470822,4,1.005961,53,?
0,0,1,0,12,?,2756,0,0.714419,53,?
0,0,1,0,13,4575,0.635708,0,0.032897,52,?
0,0,2,0,9,3385,0.76964,0,0.511433,62,?
1,0,0,0,14,11600,0.139298,4,0.42314,45,?
0,0,0,0,14,1507,0.373342,0,0.206303,70,?
0,0,1,0,10,?,2224,0,0.211434,65,?
0,0,1,0,8,?,2056,0,0.052189,72,?
0,0,0,0,16,4275,0.318054,0,0.133258,57,?
0,0,1,0,5,?,1200,0,0,53,?
0,0,0,1,6,3000,0.208597,1,0.565251,74,?
1,0,0,1,3,4750,0.084824,0,0.558882,25,?
0,1,0,0,8,5000,0.082783,0,0.313798,61,?
1,0,1,0,10,4250,0.227476,0,0.021952,52,?
0,0,2,0,6,4583,0.681937,1,0.819711,31,?
0,0,2,0,12,2083,2.196257,1,0.104959,55,?
0,0,0,0,10,9200,0.15607,1,0.428073,30,?
1,0,1,0,22,3120,1.338033,0,0.560609,56,?
2,0,2,0,12,10191,0.244113,0,0.043957,45,?
0,0,1,0,9,15583,0.163629,0,0.052156,61,?
1,0,2,0,8,11250,0.32246,0,0.21811,55,?
0,0,0,0,7,5250,0.138831,0,0.013098,33,?
0,0,0,0,1,?,82,0,0.153491,80,?
2,0,0,0,5,3675,0.020403,0,0.040142,46,?
1,0,3,0,14,14500,5.183229,0,0.026307,60,?
0,0,0,0,6,4511,0.105053,0,0.145193,56,?
0,0,0,0,7,5100,0.205646,1,0.908275,54,?
1,0,2,0,11,1700,1.590241,0,1,35,?
?,0,0,0,7,?,13,0,0.01559,74,?
0,0,0,0,5,7000,0.006856,0,0.027432,72,?
0,0,0,1,3,1200,0.069109,0,1,51,?
0,0,1,0,6,3864,0.537387,0,0.801824,59,?
2,2,0,5,9,6291,0.26637,0,0.997667,50,?
0,0,1,0,4,2916,0.51217,0,0.333455,46,?
0,0,1,0,8,4623,0.418036,0,0.884528,52,?
2,0,0,0,7,?,534,0,0.032475,32,?
0,0,2,0,12,6450,0.780654,0,0.882935,42,?
0,0,2,1,4,600,3.657238,0,1,29,?
0,0,0,0,5,2916,0.037024,0,0.064552,70,?
0,0,1,0,4,3200,0.7607,0,0.043859,33,?
2,0,2,0,10,5833,0.69712,1,0,40,?
0,0,0,0,8,1800,0.118823,0,0.307808,34,?
0,0,2,0,5,3129,0.376677,1,0.007714,59,?
0,0,1,0,3,6000,0.24096,0,0.509498,28,?
0,0,2,0,6,8415,0.257961,0,0.175632,41,?
1,2,0,0,3,2795,0.01824,1,0.87188,34,?
0,0,2,0,10,8750,0.61513,0,0.129411,35,?
0,0,0,0,3,1450,0.036527,0,1.00999,24,?
2,0,1,0,4,11370,0.245361,1,1,51,?
0,0,1,0,6,3000,0.371543,0,0.787456,38,?
3,0,1,0,7,7173,0.2707,0,0.674025,48,?
1,0,2,0,16,4937,0.68064,1,0.357559,61,?
2,0,0,0,4,5916,0.070982,0,1,39,?
1,0,0,1,1,5000,0.026195,0,1,46,?
0,0,2,0,9,?,2005,0,0.61847,50,?
0,0,0,0,2,2317,0.153581,0,1,25,?
0,0,0,0,6,2344,0.147974,0,0.027066,67,?
0,1,2,5,6,3600,0.406831,1,1.671791,73,?
1,0,3,0,12,8900,0.657567,3,0.657725,73,?
1,0,2,0,9,7000,0.317955,0,0.043461,53,?
0,0,0,0,2,?,153,0,0,26,?
1,0,0,0,9,4334,0.287659,0,0.550778,40,?
0,0,0,0,7,2500,0.016793,0,0.022664,68,?
2,0,1,0,8,6633,0.288363,0,0.148265,53,?
1,0,2,0,7,4400,0.781868,0,0.242522,39,?
3,0,2,0,17,0,4142,0,0.108286,41,?
0,0,1,0,20,5900,0.2525,2,0.086284,72,?
0,0,0,0,6,2940,0.387623,1,0.27147,73,?
1,0,1,0,11,?,1890,0,0.76425,32,?
1,0,0,0,7,9583,0.144616,1,0.359128,46,?
0,0,1,0,6,6000,0.162473,0,0.044843,42,?
0,0,1,0,7,?,2735,4,0.992568,61,?
0,0,0,0,3,2500,0,0,0,54,?
2,0,1,0,4,1500,2.203198,0,0.935339,52,?
0,0,2,0,9,6000,0.526079,0,0.117136,58,?
0,0,0,0,17,7700,0.152967,0,0.501189,31,?
0,0,2,0,13,?,2008,0,0.091119,60,?
2,0,0,0,1,2401,0.035387,0,0.569486,29,?
3,0,2,0,11,6500,0.324258,0,0.481571,50,?
0,0,2,0,25,3800,0.361484,0,0.008403,55,?
0,0,0,3,1,4166,0.029758,0,0.830634,32,?
2,0,2,0,8,7794,0.504426,0,0.03257,53,?
1,0,2,0,19,13117,0.44397,0,0.247085,52,?
2,0,2,0,10,13291,0.287918,0,0.00426,38,?
0,0,0,0,1,2416,0.002482,2,1,27,?
0,0,0,0,0,?,0,0,1,43,?
0,0,2,0,9,41000,0.058681,0,0.130025,52,?
1,0,1,0,11,8000,0.634546,1,0.399366,58,?
1,0,0,2,1,3400,0.103499,2,1,33,?
2,0,2,0,22,8200,0.609316,0,0.458081,54,?
2,0,1,2,2,2751,0.517078,0,1,30,?
2,0,1,0,6,?,594,0,0.092355,35,?
0,1,1,3,6,12500,0.50428,3,0.999947,41,?
0,0,2,0,5,7941,0.612818,0,0.267078,42,?
3,0,2,0,9,18666,0.258424,0,0.368072,50,?
2,0,2,0,17,33333,0.145437,1,0.278211,64,?
0,0,1,0,9,4639,0.156466,0,0.024545,65,?
1,0,2,0,14,7500,0.409679,0,0.276237,69,?
0,0,2,0,11,?,1451,1,0,70,?
1,0,2,0,7,11593,0.445317,0,0.056031,58,?
0,0,0,0,12,4914,0.315565,0,0.777939,45,?
0,0,1,0,3,11600,0.248858,0,0.023475,42,?
0,0,1,0,9,30000,0.365288,0,0.163923,60,?
0,0,1,0,28,7966,0.495544,0,0.111113,62,?
0,0,1,0,8,5400,0.188854,0,0.054191,54,?
0,0,1,0,13,3333,0.415117,0,0.074582,28,?
3,0,1,0,7,8500,0.215269,1,0.445731,47,?
0,0,1,0,8,2800,0.363799,1,0.020406,45,?
0,0,0,0,4,?,1,0,0.001636,76,?
1,0,0,0,5,3500,0.211368,0,0.435014,44,?
0,0,0,0,3,?,12,0,0.019475,73,?
0,0,0,0,2,4833,0.011998,0,0.144043,34,?
1,0,0,0,6,5300,0.226561,0,0.155891,68,?
0,0,2,0,16,7500,0.880283,0,0.641374,58,?
0,4,0,2,5,0,723,3,1.159855,65,?
0,0,2,0,8,5333,0.420697,0,0.660617,63,?
2,0,1,4,2,2916,0.649983,1,1,40,?
3,0,0,0,8,3167,0.019255,0,0.083348,57,?
0,0,1,0,10,3493,0.661133,0,0.230822,35,?
1,0,1,0,3,4166,0.50132,0,0.052299,48,?
0,0,1,0,12,?,2210,0,0.002404,38,?
0,0,1,0,9,4500,0.82315,0,0.965198,47,?
2,0,0,0,7,29166,0.052662,0,0,61,?
1,0,2,0,11,4500,0.460564,0,0.174587,35,?
0,3,0,2,5,2500,0.360656,3,0.947235,37,?
0,0,1,0,5,?,23,0,0.02246,75,?
0,0,0,0,1,4000,0.128468,0,1,60,?
0,0,1,0,8,4653,0.42673,0,0,63,?
0,0,0,0,5,3500,0.367895,3,0.427146,29,?
0,0,1,0,3,5817,0.190272,0,0.647714,63,?
0,0,1,0,8,?,1251,0,0.029467,61,?
0,0,1,0,7,2500,0.55098,0,0.405133,28,?
0,0,1,0,9,5192,0.174273,0,0.048991,75,?
0,0,0,0,9,0,687,0,0.335111,35,?
0,0,0,0,4,?,129,0,0.169456,62,?
0,0,0,0,10,2500,0.086365,0,0.377507,79,?
2,0,0,0,4,3000,0.165278,0,0.000213,57,?
4,0,1,0,15,18421,0.207035,0,0.996917,34,?
0,0,7,0,23,?,14746,0,0.451183,40,?
2,0,0,0,2,1416,0.040226,0,0,44,?
1,0,2,0,15,5700,0.508507,0,0.196663,55,?
1,0,6,0,27,7703,0.987539,0,1.013278,35,?
2,0,2,0,8,8582,0.447746,0,1,51,?
0,0,0,0,11,?,199,0,0.052125,76,?
1,0,3,0,9,7435,0.461135,0,0.516522,56,?
0,0,0,0,4,?,25,0,0.055559,82,?
1,0,0,0,5,2500,0.22431,0,0.262701,50,?
?,0,0,0,3,?,152,0,0.179622,68,?
2,0,3,0,28,11416,0.68871,0,0.32397,52,?
1,0,0,0,1,4200,0.019281,0,0.542492,47,?
2,0,1,0,5,6276,0.174765,0,0.277402,39,?
0,0,1,0,5,?,850,0,0.160883,37,?
0,0,1,0,4,6083,0.441979,0,0.245351,43,?
0,0,1,0,10,?,382,0,0.017521,57,?
?,0,0,0,1,?,0,0,0,94,?
2,0,1,0,6,7800,0.251506,0,0,50,?
1,0,0,0,5,3000,0.236588,0,0.081149,28,?
2,0,0,2,2,6187,0.206367,1,1,36,?
2,0,1,0,6,5240,0.367869,0,0.060541,48,?
0,1,0,1,3,1800,0.234314,2,0.908367,35,?
3,0,2,0,8,?,3628,0,0.608657,56,?
0,0,1,0,6,1350,1.670614,0,0,34,?
1,0,1,0,7,3861,0.34464,0,0.911788,44,?
3,0,2,0,5,?,3313,0,0.102495,46,?
0,0,2,0,14,8025,0.456143,0,0.025803,47,?
0,0,0,0,4,4900,0.064273,0,0.613686,50,?
0,0,1,0,10,6793,0.410509,0,0.003006,45,?
2,0,0,0,5,6500,0.143824,0,0.414564,49,?
0,1,0,1,8,4000,0.353912,4,0.589174,54,?
2,0,1,0,7,0,1464,0,0.060082,54,?
0,0,0,0,2,400,0.329177,0,0.632195,25,?
1,0,2,0,9,10833,0.299982,0,0,46,?
0,0,0,0,13,1546,0.479638,0,0.168027,29,?
0,0,1,0,13,3000,0.652449,0,0.29425,69,?
0,0,1,0,9,8583,0.325489,1,0.182857,58,?
0,0,2,0,7,?,4126,0,0.151036,66,?
0,0,0,0,4,4000,0.109723,0,0.813458,26,?
0,0,3,0,12,6600,0.449174,6,0.801846,66,?
0,0,0,0,13,4200,0.416329,0,0.015874,70,?
3,0,1,0,4,10333,0.201277,1,0.043656,59,?
