@relation 'credit-Kaggle-weka.filters.unsupervised.attribute.Reorder-R10,9,8,7,6,5,4,3,1,2,11'

@attribute NumberOfDependents numeric
@attribute NumberOfTime60-89DaysPastDueNotWorse numeric
@attribute NumberRealEstateLoansOrLines numeric
@attribute NumberOfTimes90DaysLate numeric
@attribute NumberOfOpenCreditLinesAndLoans numeric
@attribute MonthlyIncome numeric
@attribute DebtRatio numeric
@attribute NumberOfTime30-59DaysPastDueNotWorse numeric
@attribute RevolvingUtilizationOfUnsecuredLines numeric
@attribute age numeric
@attribute SeriousDlqin2yrs {0,1}

@data
0,0,2,0,8,9583,0.237688,0,0.134312,63,0
1,1,1,0,12,2379,0.72521,3,0.887059,41,1
0,0,2,0,17,22583,0.299903,0,0.056239,63,0
0,0,0,0,7,10500,0.006571,0,0.090968,76,0
2,0,2,0,6,?,614,0,0.174253,56,0
3,0,1,0,5,4701,0.462994,0,0.021576,45,0
1,0,1,0,19,?,1045,0,0.075824,65,0
0,0,2,0,10,4708,0.928435,0,0.837969,70,0
0,0,0,0,13,4100,0.212387,0,0.514408,40,0
2,0,2,0,6,7774,0.315498,0,0,56,0
0,0,1,0,7,4000,0.428893,0,0,68,0
1,0,1,0,10,5208,0.543482,0,0.219096,46,0
0,0,0,0,7,7000,0.004428,0,0.042558,86,0
0,0,1,0,4,8171,0.038057,1,0.125212,63,0
2,0,2,0,11,6500,0.623289,0,0.24046,35,0
0,0,1,0,5,5500,0.527904,0,0.184122,39,0
0,0,1,0,7,2984,0.322278,0,0.046561,47,0
0,0,2,0,18,2200,0.496138,0,0.001878,65,0
0,0,1,0,2,14000,0.067781,0,1,51,0
1,0,1,0,6,3329,0.204805,1,0.135982,68,0
0,0,0,2,10,6700,0.117594,0,0.241364,58,1
0,0,2,0,7,13240,0.230043,0,0.292193,58,0
2,0,0,0,2,2905,0.008603,0,0.886536,36,1
0,0,0,0,10,2800,0.459479,0,0.011596,64,0
0,0,1,0,19,6320,0.222591,0,0.030298,59,0
0,0,0,0,5,2500,0.385046,0,0.162254,24,0
0,0,2,0,12,10793,0.374931,1,0.052646,65,0
0,0,1,8,2,3100,0.074815,0,1,48,1
1,0,1,0,17,8900,0.468711,0,0.513358,58,0
0,0,0,0,1,?,19,0,0.08074,86,0
1,0,1,0,8,11000,0.20689,0,0.012986,70,0
1,0,2,0,12,4670,1.099336,0,0.55811,65,0
0,0,0,0,4,7000,0.010284,0,0.052807,42,0
0,0,0,0,7,1,42,0,0.023977,68,0
0,0,1,0,3,?,7811,0,1,50,0
0,0,1,0,4,?,1809,0,0.629482,37,0
0,0,0,0,7,2200,0.419355,0,0.540972,55,0
0,0,0,0,4,2186,0.045267,1,0,77,0
2,0,1,0,13,?,2607,0,0.001185,52,0
0,0,1,0,4,?,2021,0,0.178681,51,0
0,0,1,0,10,6000,0.621563,0,0.985122,39,1
2,0,1,0,10,6117,0.603302,1,0.367437,45,1
0,0,1,0,20,11200,0.351933,0,0.065054,72,0
0,0,1,0,5,?,545,0,0.049416,72,0
1,0,1,0,14,12000,0.273311,0,0.365904,68,0
0,0,0,0,5,10417,7.296506,0,0.011213,48,0
0,0,0,0,9,2250,0.011106,0,0.009635,67,0
2,0,0,0,6,4300,0.146478,0,0.009498,33,0
0,0,0,0,7,3373,0.279787,0,0.368014,27,0
0,0,1,1,7,3250,0.401415,0,0.93821,34,1
0,0,1,0,3,6000,0.245626,0,0.094099,40,0
?,0,0,0,5,?,1033,0,0.114828,61,0
1,0,0,0,14,3120,0.25761,0,0.024531,73,0
?,0,0,0,4,?,377,0,0.0054,77,0
0,0,0,0,9,?,43,0,0.011412,78,0
?,0,0,0,1,?,4,0,1,77,0
0,0,1,0,8,?,2593,0,0.316922,64,0
1,0,3,0,14,15244,0.310922,1,0.252911,59,0
3,0,1,0,6,3600,0.602888,0,0.831145,39,1
0,0,4,0,6,8806,0.495288,0,0.00485,52,0
0,0,3,0,24,2575,1.327252,0,0.410198,38,1
0,0,4,0,19,9853,0.444997,0,0.06134,78,0
0,0,1,0,8,?,2012,0,0.026879,68,0
2,0,1,0,6,?,2895,1,0.185853,58,0
0,0,1,0,10,6000,0.166472,0,0.090155,48,0
1,0,2,0,6,0,3630,0,1,33,0
2,0,3,0,13,7208,0.688722,0,0.040715,50,0
3,0,0,0,7,4388,0.36113,0,0.794051,47,1
0,0,1,0,7,3860,0.264439,0,0.042417,64,0
0,0,1,0,6,?,1822,0,0,49,0
0,0,2,0,18,2500,1.056377,0,0.187207,77,0
0,0,2,0,4,8941,0.414672,0,0.077135,41,0
0,1,1,0,11,4166,1.290617,6,1.157412,59,1
0,0,1,0,15,10500,0.381107,0,0.207459,72,0
1,0,1,0,13,6000,0.168305,0,0.000059,72,0
0,0,0,0,4,2988,0.047842,0,0.424741,61,0
0,0,0,0,8,9000,0.227419,0,0.557471,33,0
0,0,1,0,5,1500,0.433045,0,0.069903,35,0
2,0,1,0,26,4250,0.452364,0,0.113233,56,0
0,0,1,0,18,8816,0.16264,0,0.144553,81,0
0,0,1,0,7,4500,0.372806,0,0.409685,52,0
0,0,1,0,6,10219,0.155382,0,0.00894,64,0
0,0,0,0,9,3300,0.004241,0,0.007089,56,0
0,0,2,0,34,11604,0.647738,0,0.329538,62,0
2,0,2,1,14,8600,0.464481,0,0.3435,54,1
0,0,1,0,12,4365,0.603756,0,0.787198,73,0
0,0,0,0,2,1099,0.615455,0,1,62,1
2,0,1,0,10,4500,0.347256,0,0.428709,56,0
0,0,0,0,1,?,53,0,1,23,1
0,1,2,0,12,3100,0.490809,0,0.043845,55,0
1,0,0,3,1,13000,0.036151,1,1,79,1
0,0,1,0,17,2010,0.833913,0,0.0385,64,0
0,0,2,0,9,7237,0.501382,0,0.270989,73,0
0,0,1,0,2,?,734,0,0.044198,67,0
0,0,0,0,1,?,34,0,0.532221,50,0
3,0,5,0,12,8333,0.947804,0,0.011421,35,0
1,0,0,0,4,7000,0.121697,0,0.173722,42,0
0,0,0,0,4,?,685,0,0.30077,30,0
1,0,0,0,10,?,1019,0,0.0555,59,0
0,1,1,0,12,3712,0.395637,1,0.625478,75,1
4,0,1,0,5,4450,0.392721,0,0.071879,52,0
2,0,1,0,19,4000,0.708823,0,0.222794,51,0
1,0,1,0,5,3300,0.363526,0,0.992309,47,1
1,0,3,0,12,9083,0.491413,0,0.564776,69,0
0,0,2,0,13,?,4171,0,0.464642,50,0
1,0,3,0,6,21141,0.326838,0,0.234679,63,0
0,0,1,0,9,2500,1.676529,0,0.195941,48,0
1,0,1,0,12,4996,0.612568,1,0.996807,52,1
0,0,1,0,13,4333,0.396401,0,0.044685,44,0
0,0,2,0,18,9825,0.36668,0,0.145091,57,0
0,0,2,0,10,10000,0.323768,1,0.284321,73,0
3,0,0,0,9,10000,0.073593,0,0.136978,40,0
1,0,2,0,10,3200,0.388941,0,0.71452,57,0
3,0,0,0,5,4300,0.015113,0,0.370446,47,0
0,0,2,0,10,14166,0.120209,0,0.16829,76,0
1,0,2,0,15,9666,0.370539,0,0.20077,62,0
0,0,0,0,1,800,0.022472,0,0.603397,22,1
0,0,1,0,7,3600,0.715079,1,0.496926,33,1
1,0,0,0,3,6250,0.079187,0,1,61,1
0,0,2,0,15,2600,0.770857,0,0.233741,60,0
0,0,1,0,21,3200,0.664167,0,0.259558,62,0
1,0,0,0,2,4800,0.155176,0,1,58,1
?,0,0,0,4,?,0,0,0,85,0
0,0,2,0,8,2300,0.270752,0,0.003071,63,0
0,0,0,0,8,3200,0.078101,0,0.954046,23,1
0,0,0,0,3,?,125,0,0.14953,61,0
3,0,4,0,13,18000,0.488806,0,0.735742,40,1
3,0,1,0,4,4333,0.455007,0,0.35724,53,0
1,0,0,0,6,6390,0.047254,0,0.851536,58,0
0,0,2,0,29,12525,0.535207,0,0.132633,56,0
5,0,3,0,10,13250,0.456494,0,0.262022,50,0
4,0,0,0,8,4166,0.132949,0,0.196787,42,0
2,0,1,0,8,5400,0.576745,1,0.024172,46,0
0,0,3,0,18,13500,0.670173,0,0.295292,53,0
0,0,1,0,8,8500,0.113634,0,0.021918,49,0
0,0,0,0,5,?,0,0,0,79,0
0,0,0,0,3,10400,0.081242,0,0.862185,53,0
3,0,1,0,8,8500,0.106105,0,0.052787,62,0
2,0,0,0,6,7100,0.106323,0,1,34,1
?,0,1,0,6,?,1822,0,0.05516,65,0
0,0,1,0,5,5809,0.281239,0,0.994943,47,0
3,0,0,0,9,6009,0.098502,0,0.045379,38,0
1,0,0,0,6,800,0.747815,0,0.328836,30,1
0,0,2,0,7,9316,0.58023,0,0.007589,59,0
1,1,1,0,10,4000,0.494126,0,0.228803,38,1
1,0,1,0,6,3116,0.371832,1,0.353328,25,1
0,0,0,3,1,?,163,0,1.481038,46,1
0,0,1,0,13,?,1945,0,0.039683,62,0
2,0,3,0,13,4685,0.668587,0,0.029947,48,0
0,0,0,0,9,5088,0.168599,1,0.469248,42,1
1,0,1,0,16,12500,0.210463,0,0.095531,66,0
1,0,2,0,16,5416,0.741185,0,0.287626,56,0
4,0,1,1,6,6175,0.167098,1,0.610168,45,1
0,0,2,0,10,?,2662,0,0.403196,76,0
?,0,1,0,6,?,3244,0,0.015368,44,0
1,0,0,0,2,6000,0.090818,2,1.511628,49,1
0,0,0,0,2,2313,0.008643,0,0.030544,81,0
0,0,0,0,8,5417,0.313953,1,0.982432,37,1
0,0,0,0,6,?,35,0,0.05017,50,0
0,0,1,0,8,18000,0.203544,0,0.046196,66,0
0,0,1,0,6,2175,0.145221,0,0.0005,86,0
1,0,0,0,4,2773,0,0,0,61,0
0,0,0,2,7,5000,0.184163,0,0.412434,38,0
1,0,2,0,11,7400,0.206459,0,0.002156,53,0
0,0,0,0,12,?,581,0,0.868836,52,1
0,0,0,0,5,1666,0.938812,0,0.44749,72,0
0,0,0,0,12,3100,0.00258,0,0.014758,65,0
1,0,0,0,5,13166,0.003721,0,0.021471,65,0
0,0,1,0,1,3417,0.305149,0,1,58,1
0,0,1,0,14,?,2213,0,0.035447,48,0
0,0,2,0,15,?,4492,3,0.362937,64,1
?,0,2,0,14,?,2116,0,0.10459,52,0
0,0,0,0,4,0,137,0,0.114747,79,0
2,0,3,0,17,16200,0.446948,0,0.327818,38,0
0,0,0,4,2,1655,0.27657,2,1.61753,50,1
3,1,1,1,8,3878,0.378448,0,0.060656,52,1
0,0,0,0,4,7670,0.02881,0,0.057397,79,0
1,0,0,2,3,?,473,1,0.815273,27,1
0,0,1,0,11,3000,0.483172,0,0.294727,62,0
1,0,2,0,11,10400,0.346505,0,0.450605,52,0
1,1,4,0,17,5240,0.951918,0,0.658544,53,1
0,0,1,0,6,?,861,0,0.043266,51,0
0,0,0,0,12,0,325,2,0.029537,34,0
0,0,2,0,8,1200,1.184846,0,0.005802,60,0
0,0,0,0,6,20100,0.049301,0,0.295142,60,0
2,1,0,2,5,3500,0.260497,2,1.027721,42,1
0,0,1,0,7,4167,0.439779,0,0.023571,48,0
0,0,2,0,7,7858,0.298893,0,0.165353,41,0
0,0,1,0,4,5600,0.325656,0,0.375293,37,0
0,0,0,0,7,5170,0.120093,0,0.016016,52,0
0,0,1,0,6,?,1467,0,0.010722,46,0
0,0,0,3,9,8650,0.145532,2,0.993336,46,1
3,0,1,0,4,?,1458,0,0.095598,52,0
3,0,2,0,10,7446,0.360682,0,0.455142,62,0
0,0,0,0,2,2000,0.006497,0,0.003394,84,0
2,0,0,0,12,3740,0.003208,0,0.004336,46,0
0,0,0,0,5,6667,0,0,0,61,0
3,0,2,0,4,4491,0.644702,0,0.176103,38,0
0,0,0,0,11,1230,0.432169,0,0,78,0
1,0,2,0,13,7500,0.326756,2,0.835552,49,1
3,0,2,0,10,11250,0.316061,0,0.037041,58,0
1,0,1,0,8,5200,0.250721,1,0.888836,45,1
?,0,1,0,4,?,1199,0,0.07712,77,0
0,0,1,0,10,4882,0.485767,0,0.315177,64,0
0,1,3,1,7,14817,0.446754,0,0.283066,59,1
0,0,1,0,4,?,1623,0,0.213267,44,0
1,0,0,0,2,3352,0.018491,0,0,31,0
0,0,1,0,5,3491,0.380871,0,0.069398,63,0
0,0,3,0,11,4100,0.758839,3,0.418055,62,1
0,0,14,0,25,30833,0.424791,1,0.530016,49,1
0,0,0,0,0,1200,0.063281,0,1,47,1
4,0,2,1,5,5700,0.393615,3,0.19944,32,1
0,1,2,0,14,5643,0.398299,1,0.911293,72,1
0,0,4,0,12,17000,0.413623,0,0.332897,77,0
3,0,2,0,14,9583,0.336394,0,0.06424,38,0
1,0,1,0,3,5100,0.20447,0,0.070296,70,0
0,0,2,0,7,4963,0.42365,0,0.236223,61,0
0,0,1,0,11,2692,1.173041,0,0.013921,34,0
1,0,1,0,13,3000,0.676441,0,0.308762,38,0
0,0,1,0,4,7666,0.273901,0,0.045915,45,0
0,0,2,0,17,?,1676,0,0.040139,48,0
2,0,1,0,10,16000,0.150866,0,0.048733,44,0
1,0,0,0,4,3000,0.14062,0,1.03276,27,1
0,0,1,0,14,4000,0.543364,0,0.296967,71,0
0,0,2,0,8,4166,0.979842,0,1,45,1
0,0,2,0,6,12916,0.242471,0,0.146971,49,0
4,0,0,0,2,9166,0.024981,1,0.103316,58,0
0,0,0,0,14,7003,0.000428,0,0.001288,63,0
3,0,2,0,11,5375,0.49535,0,0.033536,43,0
0,0,0,0,6,?,49,0,0.030272,64,0
4,0,0,0,8,6400,0.224809,0,0.645835,46,0
1,0,0,0,8,5760,0.21524,0,0.107625,60,0
0,0,0,0,5,8800,0.007613,0,0.046821,55,0
0,0,1,1,2,7640,0.170004,0,0.860614,59,1
0,1,1,1,10,5469,0.435101,0,0.273013,51,1
0,1,0,0,3,3566,0.020185,0,0.139643,85,0
0,0,0,0,11,4500,0.443901,1,0.873679,69,1
0,0,4,0,6,12166,0.514589,0,0.364787,49,0
0,0,0,0,9,939,0.018085,0,0.00218,72,0
2,0,0,0,5,4000,0.026493,0,0.062192,60,0
0,0,0,0,3,8333,0,0,0,81,0
0,0,2,0,7,7000,0.511641,0,0.049648,37,0
0,0,4,0,25,9069,0.815877,1,0.206428,94,0
0,0,3,0,9,4266,0.416452,0,0.040165,75,0
0,0,2,0,7,?,2037,0,0.041351,44,0
0,0,2,0,7,6667,0.292891,0,0.022781,56,0
0,0,0,0,3,10416,0.004128,0,0.037765,74,0
1,0,0,0,11,3000,0.011663,0,0.015874,84,0
0,0,1,0,13,8333,0.508759,0,0.220195,55,0
3,0,0,0,8,6500,0.12798,0,0.922443,36,1
0,0,2,0,8,?,2927,0,0.219479,82,0
0,0,2,0,5,3600,0.442655,0,0.38454,34,0
0,0,0,0,12,?,1678,1,0.802233,55,1
1,0,2,0,8,4112,0.564065,0,0.661136,46,0
1,0,3,0,14,9200,0.336703,0,0.265117,54,0
0,0,1,0,6,?,376,0,0,61,0
0,0,0,0,13,?,10,0,0.004373,45,0
0,0,0,0,17,?,1321,0,0.463443,42,0
1,0,1,1,3,12833,0.049945,0,1,54,1
0,0,1,0,6,3000,0.198934,0,0.019047,72,0
2,0,1,0,5,?,1606,0,0.049665,56,0
3,0,1,1,14,3200,0.586692,0,0.315929,40,1
2,0,1,0,7,4446,0.630987,0,0.132956,48,0
0,0,2,0,5,11250,0.138832,0,0.326534,55,0
0,0,2,0,10,5400,0.366043,0,0.08719,52,0
2,0,2,0,5,11000,0.315699,0,1,63,0
1,0,2,0,21,12500,0.328214,0,0.056916,56,0
0,3,0,0,21,7003,0.103227,0,0.016081,59,0
2,0,1,0,8,8000,0.282965,1,0.43572,53,0
0,0,0,0,5,0,30,0,0.090983,25,0
1,0,1,0,15,13625,0.248716,0,0.350468,47,0
0,0,3,0,11,21000,0.162802,0,0.138541,34,0
0,0,0,1,1,?,449,0,1,24,1
0,0,0,0,5,?,655,0,0.350255,60,0
0,1,0,0,8,3130,0.241776,0,0.007039,72,0
0,0,0,0,7,2000,0.330835,0,0.268685,34,0
0,0,0,0,3,5000,0.025995,0,0.073015,73,0
2,0,4,0,24,13150,0.535549,0,0.185831,58,0
2,0,0,0,12,?,1459,0,0.087936,39,0
0,0,2,0,15,10500,0.1976,0,0.046177,50,0
3,0,1,0,4,5316,0.373519,0,0.764792,41,0
2,0,2,0,14,10691,0.420408,0,0.437617,56,0
0,0,1,0,11,5800,0.623858,1,0.641476,39,1
0,0,0,2,8,3000,0.123959,3,0.901047,27,1
4,0,0,0,6,7700,0.060382,0,0,42,0
1,0,1,0,6,2221,0.646265,0,0.057995,28,0
1,0,0,0,4,10933,0.000092,0,0.000876,54,0
2,0,2,0,7,11056,0.355974,0,0,39,0
0,0,0,1,0,?,27,0,1,33,1
2,0,1,0,10,14500,0.23757,0,0.09965,62,0
3,0,2,0,6,4000,0.448388,0,0.899708,28,1
0,0,0,0,5,1300,0.558801,0,0.069976,64,0
0,0,1,0,8,2200,0.257156,0,0.111121,67,0
0,0,0,0,3,2835,0,0,0,45,0
0,0,1,0,14,2700,1.067012,1,1.000802,58,1
0,0,0,3,6,9750,0.110245,1,0.51097,36,1
0,0,2,0,11,5429,0.465562,0,0.550178,48,0
0,0,0,0,7,3669,0.083924,0,0.026081,76,0
0,0,0,0,5,?,10,0,0.012187,70,0
2,0,1,0,11,?,1964,0,0.023627,56,0
0,0,1,0,8,6149,0.308943,0,0.031023,53,0
3,0,2,0,16,10500,0.355966,0,0.4683,47,0
0,0,1,0,9,?,2503,0,0.13142,78,0
0,0,1,0,3,?,2478,0,0.016904,56,0
0,0,1,0,24,4700,0.336311,0,0.13025,53,0
0,0,3,0,20,1255,1.341561,0,0.014506,68,0
0,0,1,0,5,5100,0.353264,0,0.057918,62,0
0,0,0,0,2,1460,0.021218,0,0.103421,64,0
?,0,1,0,5,?,1316,0,0.091905,54,0
1,0,1,0,9,5210,0.37843,1,0.447252,35,1
0,0,2,0,16,3083,0.739948,0,0.392343,66,0
0,0,0,0,1,?,76,0,0,73,0
1,0,1,0,12,18523,0.315861,0,0.051466,59,0
1,0,1,0,10,6167,0.370136,1,1.107309,58,1
1,0,2,0,8,8333,0.686465,0,0.126887,52,0
1,0,1,0,10,4900,0.588043,0,0.791527,47,1
1,0,0,0,10,9000,0.055327,1,0.069992,25,0
0,0,1,0,2,3138,0.93979,0,0.620579,47,0
?,0,0,0,0,?,0,0,1,61,1
4,0,1,0,14,2167,1.39345,0,0.933418,36,1
0,0,0,5,1,?,476,1,1,54,1
4,0,2,0,21,6400,0.826902,1,0.194652,43,1
0,0,2,0,6,?,1366,0,0,59,0
0,0,0,0,10,4000,0.014746,0,0.029989,84,0
0,0,0,0,6,1500,0.17988,0,0.06199,26,0
2,0,2,0,8,?,5334,0,0.666574,61,0
1,0,0,0,5,800,0.779026,0,0.957217,25,1
4,0,1,0,6,15000,0.124925,0,0.025188,47,0
0,0,0,0,7,1600,0.069332,0,0.016653,53,0
2,0,2,0,10,10433,0.384608,0,0.073365,48,0
3,0,0,0,15,4002,0.34624,0,0.172101,40,0
1,0,2,0,11,16250,0.202388,0,0.449945,33,0
1,0,0,0,12,?,292,0,0.120478,58,0
1,0,1,0,4,14951,0.207598,0,0,59,0
1,0,2,0,8,6325,0.331173,0,0.032993,46,0
0,0,0,0,5,6500,0.085833,0,0.041228,59,0
2,0,2,0,11,?,4761,1,1.014375,61,1
0,0,2,0,4,?,2051,0,0.013249,49,0
0,0,2,0,10,10000,0.273073,0,0.170318,43,0
1,0,2,0,18,?,3563,0,0.513488,39,0
0,0,0,0,0,1500,0.083278,0,1,36,1
0,0,1,0,6,10766,0.259311,0,0.130179,61,0
2,0,2,0,16,2833,0.825335,0,0.008966,53,0
0,0,2,0,13,3415,0.153689,0,0.000842,43,0
0,0,1,0,9,4400,0.252215,0,0.042244,70,0
1,0,1,0,15,9791,0.546569,0,0.567021,60,0
0,0,0,0,8,?,362,0,0.020462,53,0
7,0,2,0,6,6116,0.559752,0,0,46,0
2,0,2,0,9,6091,0.470453,0,0.377622,42,0
1,0,0,0,2,1856,0.084545,1,1,32,1
0,0,1,0,3,4000,0.157961,0,0.610985,66,0
0,0,0,0,2,1800,0.464187,0,0.262274,46,0
2,0,1,0,12,7800,0.231381,1,0.478024,58,0
3,0,0,0,9,?,1634,0,0.353806,68,0
0,0,1,0,3,?,877,0,1,75,0
0,0,0,0,9,7167,0.078125,0,0.083701,57,0
0,0,0,0,5,?,32,0,0.024931,77,0
1,2,2,0,13,?,2611,0,0.575057,57,1
2,1,0,0,10,9000,0.216976,4,0.741312,52,1
0,0,2,0,10,8000,0.459318,2,0.768666,60,1
2,0,2,0,10,13116,0.268583,0,0.017739,49,0
0,0,1,0,5,?,1439,0,0.597928,74,0
0,0,0,0,4,?,187,0,0.200186,69,0
0,0,0,0,2,?,433,0,0.18812,82,0
0,0,2,0,11,6000,0.530245,0,0.09287,53,0
0,0,2,0,11,62500,0.033759,0,0.556698,70,0
0,3,0,4,12,3878,0.732921,6,0.950346,60,1
0,0,1,0,12,8500,0.401365,0,0.003985,44,0
0,0,0,0,2,?,218,0,0.238067,82,0
0,0,3,0,10,9500,0.493948,0,0.233234,65,0
2,0,1,0,25,15167,0.370649,0,0.29081,56,0
2,0,2,0,13,8750,0.502914,1,0.752824,54,1
1,0,1,0,10,8370,0.346434,1,0.627992,53,1
0,0,1,0,7,8051,0.233234,0,0.054019,48,0
0,0,3,0,10,?,4245,0,0.138298,52,0
1,1,1,0,15,4751,0.36069,0,0.27392,79,0
0,0,1,0,6,?,552,1,0,40,0
1,0,1,0,5,12250,0.141866,0,0.024553,26,0
0,0,0,0,7,?,12,0,0.013159,87,0
2,0,2,0,7,9459,0.505497,0,1,43,0
0,0,0,0,11,5280,0.145427,0,0.032932,64,0
2,0,0,0,10,4446,0.133798,0,0.005532,44,0
0,0,0,0,4,?,0,0,0,87,0
0,0,1,1,7,3635,0.227173,0,0.007499,70,0
2,0,2,0,11,6667,0.708008,1,0.772517,42,1
4,0,2,1,6,11666,0.497557,0,0.592385,55,1
0,0,3,0,7,4086,1.232444,0,0.028149,41,0
1,0,1,0,5,3250,0.693018,0,0.75677,38,1
2,0,1,0,13,4840,0.21917,0,0.019153,63,0
0,0,1,0,5,1500,0.952698,0,0.825458,65,0
0,0,2,0,7,5583,0.245344,0,0.055758,31,0
0,0,0,0,6,1595,0.501253,0,0.434429,49,0
0,0,1,0,16,5103,0.214734,0,0.006157,60,0
3,0,2,0,5,7653,0.256467,0,0.025116,66,0
2,0,1,0,6,?,1456,0,0.460893,39,0
3,0,2,0,11,?,3516,0,0.010227,49,0
0,0,2,0,11,6598,0.641915,0,0.958911,54,0
0,0,0,0,7,4268,0.007496,0,0.012053,88,0
1,0,1,0,8,3910,0.618256,0,0.065054,50,0
2,0,1,0,4,9166,0.165703,0,0,47,0
0,0,0,0,4,3086,0.579203,2,1.050374,40,1
0,0,2,0,5,6000,0.195467,0,0.113589,47,0
0,0,0,0,8,5627,0.020611,0,0.012,72,0
0,0,0,0,11,3750,0.071448,3,0.503012,50,1
0,0,0,0,17,4000,0.052487,0,0.021499,78,0
0,0,0,0,4,6400,0.111233,0,0.58611,49,0
0,0,0,0,5,2240,0.006247,0,0.039182,28,0
0,0,2,0,11,7676,0.323955,0,0.884725,54,0
0,0,0,0,11,?,1788,0,0.789058,56,0
4,0,1,0,11,17618,0.285714,0,0.084917,47,0
0,0,0,0,6,?,401,0,1.030646,48,1
2,0,1,0,10,9583,0.318239,0,0.111008,44,0
2,0,0,0,7,4500,0.168851,1,0.765451,48,1
0,0,0,0,3,?,0,0,1,89,0
3,0,1,0,9,7000,0.243108,0,0.053296,46,0
0,0,2,0,22,24900,0.25493,0,0.031412,58,0
1,0,2,2,3,4600,0.457292,2,1,60,1
1,0,1,0,6,?,1191,0,0.017458,40,0
0,0,0,0,9,2300,0.243372,1,0.156497,32,0
0,0,2,0,6,1479,1.281081,0,0.110744,53,0
0,0,1,0,8,?,1438,0,0.041764,78,0
0,0,1,0,4,?,964,1,0.048921,73,0
0,0,0,0,1,?,240,0,1,31,1
0,0,2,0,5,11660,0.174685,0,1,54,0
0,0,0,0,1,0,133,0,1,22,1
0,0,1,0,2,9900,0.098374,0,0.062247,56,0
0,0,1,0,6,?,1926,0,0.174206,48,0
1,0,1,0,8,10000,0.170583,0,0.369475,83,0
1,0,1,0,8,4200,0.727208,0,0.08323,35,0
0,0,0,1,2,4200,0.202571,1,0.55914,77,1
0,0,2,0,10,9166,0.507145,0,0.067587,50,0
0,0,0,0,6,3500,0.311911,0,0.897797,31,1
1,0,1,0,12,5000,0.65167,0,0.04045,23,0
0,0,1,0,11,5964,0.250126,0,0.149845,59,0
1,1,1,0,10,4896,0.554217,0,0.959145,48,1
0,0,2,0,9,8500,0.288554,0,0.457246,44,0
1,0,0,0,1,2000,0.182909,0,1,46,1
0,0,2,0,9,2833,1.285815,0,0.33935,26,0
?,0,0,0,5,?,27,0,0.029271,78,0
0,0,3,0,11,6833,0.789728,0,0.024844,71,0
1,0,0,0,4,4302,0.215896,0,0.522497,52,0
1,0,0,0,9,6134,0.220701,0,0.217284,73,0
0,0,1,0,4,3500,0.149957,0,0.13331,57,0
0,0,0,0,7,?,238,0,0,29,0
0,0,0,0,6,5500,0.139611,0,0.166808,73,0
0,0,2,0,17,5908,0.725673,0,0.510191,65,0
0,0,0,0,11,3900,0.13253,0,0.215016,56,0
0,0,0,0,1,1596,0.174703,0,1,21,1
0,1,1,1,7,?,2839,0,0.603717,56,1
1,0,2,0,7,4458,0.348957,0,0.10644,33,1
4,0,1,0,9,6450,0.308324,0,0.652219,42,0
2,0,2,0,13,6275,0.618866,0,0.70121,34,0
1,0,1,0,9,4200,0.263985,0,1,33,1
1,0,4,0,9,10500,0.50319,0,0.072328,58,0
0,0,0,1,6,7000,0.086845,0,0.039515,29,0
0,0,1,0,11,5200,0.505672,0,0.172674,32,0
3,0,0,0,3,5777,0.053998,0,0.820406,54,1
0,0,1,0,5,?,1250,0,0.030468,55,0
1,0,0,0,11,20000,0.149493,2,0.875618,33,1
1,0,2,0,16,10528,0.315035,0,0.697584,47,0
0,0,1,0,11,5250,0.327557,0,0.362149,42,0
3,0,1,0,7,5000,0.34993,0,0.142244,43,0
0,0,0,0,5,4422,0,0,0,39,0
0,0,0,2,1,4250,0.028934,0,0,32,1
0,0,2,0,14,6000,0.43876,0,0.318301,65,0
1,0,1,0,15,6900,0.535719,0,0.315759,50,0
0,0,2,0,6,?,2123,0,0.264034,55,0
0,0,0,1,9,8000,0.106987,2,0.396661,32,1
1,0,2,0,8,8800,0.389728,0,1,58,0
0,0,1,0,6,4000,0.244189,0,0.001111,76,0
0,0,2,0,8,?,2735,0,0.606505,75,0
0,0,1,0,3,10000,0.190481,0,0.135917,53,0
0,0,3,0,14,?,5775,0,1.14178,88,0
3,0,1,0,7,2750,0.355507,2,0.005399,41,0
0,0,0,0,0,?,34,0,1,57,1
1,0,1,0,7,6400,0.693173,1,0.959041,36,1
0,0,0,0,0,1800,0.015547,0,1,34,1
0,0,0,0,6,1700,0.313933,1,0.095548,76,0
2,0,0,0,12,6200,0.132075,0,0.272071,33,0
?,0,0,0,3,?,2,0,0.005039,33,0
2,0,2,0,7,3971,0.263092,0,0.047553,61,0
1,1,0,0,4,4245,0.004475,0,0.022166,79,0
0,0,1,0,5,?,1468,0,0.338728,64,0
0,0,0,0,13,8485,0.009074,0,0.02862,76,0
0,0,0,0,11,8000,0.08399,0,0.372327,29,0
0,0,0,0,15,9116,0.228913,0,0.780468,55,0
1,0,2,0,17,22800,0.381167,0,0.327192,59,0
4,0,1,0,7,6300,0.131408,0,0.069099,48,0
2,0,0,0,7,15000,0.10046,0,0,48,0
2,0,1,0,10,4928,0.687766,0,0.003399,43,0
1,0,0,0,8,9591,0.042431,1,0.03536,62,0
2,0,0,0,3,11149,0.00565,0,0.035156,59,0
