@relation 'credit-Kaggle-weka.filters.unsupervised.attribute.Reorder-R10,9,8,7,6,5,4,3,1,2,11'

@attribute NumberOfDependents numeric
@attribute NumberOfTime60-89DaysPastDueNotWorse numeric
@attribute NumberRealEstateLoansOrLines numeric
@attribute NumberOfTimes90DaysLate numeric
@attribute NumberOfOpenCreditLinesAndLoans numeric
@attribute MonthlyIncome numeric
@attribute DebtRatio numeric
@attribute NumberOfTime30-59DaysPastDueNotWorse numeric
@attribute RevolvingUtilizationOfUnsecuredLines numeric
@attribute age numeric
@attribute SeriousDlqin2yrs {0,1}

@data
0,0,2,0,8,10500,0.275878,0,0.082764,48,?
0,4,0,2,5,0,723,3,1.159855,65,?
0,0,2,0,8,5333,0.420697,0,0.660617,63,?
0,0,1,0,6,4800,0.173922,0,0.036768,68,?
0,0,1,0,15,15000,0.100327,0,0.016771,63,?
0,0,1,0,16,9246,0.157889,0,0.007069,51,?
0,0,0,0,14,2435,0.018883,0,0.020748,79,?
0,0,0,0,9,6767,0.049498,3,0.727273,53,?
2,0,1,4,2,2916,0.649983,1,1,40,?
3,0,0,0,8,3167,0.019255,0,0.083348,57,?
0,0,1,0,8,?,2259,0,0,37,?
0,0,1,0,10,3493,0.661133,0,0.230822,35,?
2,0,1,0,13,8354,0.480311,0,0.626578,52,?
1,0,1,0,3,4166,0.50132,0,0.052299,48,?
0,0,1,0,12,?,2210,0,0.002404,38,?
0,0,1,0,9,4500,0.82315,0,0.965198,47,?
0,0,0,0,6,2083,0.014395,0,0.020384,86,?
1,0,0,0,3,5668,0.080261,1,0.64761,32,?
4,0,0,0,5,2400,0.006247,0,0.013605,48,?
2,0,0,0,7,29166,0.052662,0,0,61,?
1,0,2,0,11,4500,0.460564,0,0.174587,35,?
0,3,0,2,5,2500,0.360656,3,0.947235,37,?
3,0,0,6,5,4100,0.186052,0,1.029363,32,?
0,0,1,0,5,?,23,0,0.02246,75,?
0,0,1,0,6,35037,0.029654,0,0.250384,58,?
0,0,0,0,1,4000,0.128468,0,1,60,?
0,0,0,0,1,?,18,1,1.356984,30,?
0,0,1,0,8,4653,0.42673,0,0,63,?
0,0,2,0,13,2400,1.441899,0,0.065781,63,?
4,0,2,0,14,6083,0.520053,0,0.028034,55,?
0,0,2,0,7,9300,0.351038,1,0.803299,31,?
0,0,0,0,5,3500,0.367895,3,0.427146,29,?
0,0,1,0,3,5817,0.190272,0,0.647714,63,?
0,0,1,0,8,?,1251,0,0.029467,61,?
0,0,1,0,7,7600,0.218129,0,0.018934,59,?
0,0,2,0,16,6107,0.242305,0,0.270918,61,?
0,0,0,0,4,3333,0,0,0,89,?
0,0,1,0,7,2500,0.55098,0,0.405133,28,?
3,0,1,0,9,10206,0.335162,0,0.061945,58,?
0,0,1,0,6,6609,0.260666,0,0.110997,71,?
0,0,1,0,9,5192,0.174273,0,0.048991,75,?
0,0,0,0,9,0,687,0,0.335111,35,?
0,0,0,0,1,3500,0.082548,1,1,34,?
0,0,0,0,5,6000,0.010332,0,0.106764,75,?
1,0,0,0,5,1800,0.152693,0,0.070531,27,?
0,0,0,0,5,7144,0.005458,0,0.032724,40,?
0,0,0,0,4,?,129,0,0.169456,62,?
0,0,0,0,10,2500,0.086365,0,0.377507,79,?
2,0,1,0,13,5583,0.470451,0,0.201003,47,?
0,0,2,0,8,13800,0.228099,0,0.060415,61,?
1,0,1,0,12,?,1874,1,0.169112,47,?
0,0,0,0,4,?,132,0,0.192209,67,?
2,0,2,0,10,12666,0.246072,0,0.322918,56,?
0,0,1,0,7,6000,0.186802,1,0.487498,50,?
0,0,0,0,9,1138,1.314311,0,0.49606,45,?
2,0,0,0,4,3000,0.165278,0,0.000213,57,?
4,0,1,0,15,18421,0.207035,0,0.996917,34,?
0,0,0,0,6,3100,0.004837,0,0.023089,90,?
0,0,7,0,23,?,14746,0,0.451183,40,?
1,0,1,0,8,6083,0.261012,0,0.017842,58,?
?,0,0,0,8,?,81,0,0.049853,53,?
0,0,0,0,3,5000,0.04879,0,0,30,?
2,0,0,0,2,1416,0.040226,0,0,44,?
2,1,2,0,15,10166,0.634897,6,1.002036,41,?
2,0,2,0,16,11666,0.198251,0,0.036797,52,?
0,0,0,0,6,3200,0.091534,0,0.24793,25,?
0,0,0,0,6,6175,0.0034,0,0.030039,29,?
0,0,0,0,5,8333,0.00312,0,0.025796,69,?
1,0,2,0,15,5700,0.508507,0,0.196663,55,?
2,0,0,0,4,3089,0.354693,1,0.911818,39,?
0,0,0,0,6,?,209,0,0.293194,60,?
2,0,1,0,10,2624,0.42819,0,0.039942,47,?
0,0,1,0,4,?,1722,0,0.011402,63,?
1,0,6,0,27,7703,0.987539,0,1.013278,35,?
2,0,2,0,8,8582,0.447746,0,1,51,?
3,0,2,0,7,17000,0.287277,0,0.969297,48,?
0,0,0,0,11,?,199,0,0.052125,76,?
1,0,3,0,9,7435,0.461135,0,0.516522,56,?
1,0,2,0,30,7463,1.26045,0,0.732712,52,?
0,0,1,0,5,4466,0.332662,0,0,85,?
2,0,0,0,8,5000,0.210358,0,0.086276,40,?
0,0,0,0,4,?,25,0,0.055559,82,?
?,0,0,0,1,?,2,0,0.009276,51,?
1,0,0,0,5,2500,0.22431,0,0.262701,50,?
?,0,0,0,3,?,152,0,0.179622,68,?
2,0,3,0,28,11416,0.68871,0,0.32397,52,?
1,0,0,0,1,4200,0.019281,0,0.542492,47,?
6,0,1,0,8,10162,0.191479,0,0.154845,45,?
1,0,0,0,0,2810,0.051227,0,1,72,?
3,0,1,0,9,12000,0.27406,2,0.172832,43,?
2,0,1,0,5,6276,0.174765,0,0.277402,39,?
4,0,1,0,4,13000,0.181448,0,0.118194,52,?
0,0,1,0,5,?,850,0,0.160883,37,?
0,0,0,0,4,8916,0.00628,0,0.094595,54,?
0,0,1,0,4,6083,0.441979,0,0.245351,43,?
0,0,1,0,10,?,382,0,0.017521,57,?
0,0,2,0,14,1,2343,0,0.267517,59,?
0,0,0,0,9,3830,0.307492,2,0.406255,71,?
?,0,0,0,1,?,0,0,0,94,?
2,0,1,0,4,6805,0.165148,0,0.004355,46,?
2,0,1,0,6,7800,0.251506,0,0,50,?
1,0,0,0,5,3000,0.236588,0,0.081149,28,?
3,0,0,0,11,9200,0.210629,0,0.395701,40,?
1,0,2,0,11,8908,0.247054,0,0.369419,41,?
2,0,0,2,2,6187,0.206367,1,1,36,?
2,0,1,0,6,5240,0.367869,0,0.060541,48,?
0,1,0,1,3,1800,0.234314,2,0.908367,35,?
0,1,0,0,4,?,824,1,0.655345,26,?
0,0,0,0,5,2750,0.030171,0,0.041026,32,?
3,0,2,0,8,?,3628,0,0.608657,56,?
0,0,1,0,6,1350,1.670614,0,0,34,?
1,0,1,0,7,3861,0.34464,0,0.911788,44,?
3,0,2,0,5,?,3313,0,0.102495,46,?
0,0,2,0,14,8025,0.456143,0,0.025803,47,?
0,0,0,0,4,4900,0.064273,0,0.613686,50,?
0,0,0,0,4,7528,0.095365,0,0.074924,49,?
0,0,2,0,17,?,2621,0,0.119494,60,?
0,0,1,0,10,6793,0.410509,0,0.003006,45,?
0,0,1,0,10,?,1313,0,0.000364,44,?
2,0,0,0,5,6500,0.143824,0,0.414564,49,?
0,0,0,1,4,?,632,2,0.898716,37,?
0,1,0,1,8,4000,0.353912,4,0.589174,54,?
1,0,1,0,9,4000,0.75856,0,0.040351,42,?
2,0,1,0,7,0,1464,0,0.060082,54,?
0,0,0,0,7,?,30,0,0.031691,74,?
0,0,1,0,4,?,677,0,0.151303,46,?
0,0,0,0,2,400,0.329177,0,0.632195,25,?
1,0,2,0,9,10833,0.299982,0,0,46,?
0,0,0,0,13,1546,0.479638,0,0.168027,29,?
0,0,1,0,13,3000,0.652449,0,0.29425,69,?
3,0,4,0,15,11200,0.460316,0,0.318692,41,?
0,0,1,0,11,3787,0.414995,1,0.142518,39,?
0,0,1,0,9,8583,0.325489,1,0.182857,58,?
2,0,1,0,10,5900,0.266565,0,0.229357,39,?
0,0,2,0,7,?,4126,0,0.151036,66,?
0,0,0,0,4,4000,0.109723,0,0.813458,26,?
1,0,0,0,8,2800,0.169939,0,0.78277,42,?
0,0,0,0,14,1500,0.242505,0,0.024079,27,?
0,0,3,0,12,6600,0.449174,6,0.801846,66,?
0,0,0,0,13,4200,0.416329,0,0.015874,70,?
3,0,1,0,4,10333,0.201277,1,0.043656,59,?
0,0,1,0,20,5833,0.443778,0,0.275897,55,?
2,0,1,1,6,8400,0.309487,0,0.724685,42,?
1,0,0,0,10,6000,0.176304,0,0.173596,62,?
0,0,1,0,8,2250,0.353176,0,0.062888,81,?
1,0,1,0,7,4583,0.289703,0,0.002455,50,?
1,0,0,0,3,13824,0.022061,0,0.003068,63,?
2,0,2,0,16,7633,0.558685,0,0.718871,53,?
2,0,0,0,5,6425,0.199502,1,0.84582,44,?
0,0,0,0,13,7650,0.012025,0,0.040363,78,?
0,0,1,0,8,5000,0.354929,0,0,41,?
3,0,1,0,13,7000,0.484645,1,0.065735,47,?
2,1,0,4,7,2500,0.201919,2,1.965087,45,?
3,0,0,0,1,3866,0.152832,0,1,51,?
0,0,2,0,15,7920,0.307032,0,0.042096,60,?
0,0,2,0,6,9433,0.441912,3,0.936553,65,?
0,0,1,0,9,13167,0.224028,0,0.999962,66,?
2,0,2,0,5,6975,0.456279,0,0.339151,45,?
0,0,0,0,4,3600,0.016662,0,0.141598,70,?
0,0,1,0,8,4231,0.572779,0,0.660112,51,?
0,0,1,0,5,?,2406,0,0.162277,64,?
1,0,2,0,10,5667,0.607798,0,0.001167,64,?
?,0,0,0,6,?,1140,0,0.00038,68,?
0,0,0,0,4,2797,0.161901,0,1,60,?
0,2,0,2,0,?,14,1,1,46,?
3,0,2,0,8,9000,0.682702,0,0.092957,51,?
1,0,0,0,4,2916,0.19095,0,0.003155,62,?
1,1,2,2,3,7585,0.260612,0,1,55,?
0,0,0,0,6,3000,0.001333,0,0.002578,92,?
0,0,0,0,4,3700,0.115915,0,0.014799,66,?
0,0,0,0,8,5416,0.001477,0,0.004125,50,?
0,0,0,0,3,?,41,0,0.135869,60,?
0,0,1,0,9,11250,0.299973,0,0.022297,67,?
2,0,8,0,32,18283,0.890177,0,0.123232,64,?
0,0,0,0,3,2376,0.12032,0,0.869377,63,?
3,0,3,0,15,6949,0.768201,0,0.136426,44,?
0,0,1,0,10,4019,0.26393,0,0.027434,79,?
0,0,0,0,5,3833,0.103808,0,0.323206,31,?
0,0,1,0,8,?,796,0,0.013565,50,?
0,0,0,0,4,3300,0.563769,0,0.477876,39,?
2,0,3,0,17,9750,0.374115,0,0.056274,39,?
3,0,0,0,8,5400,0.182188,1,0.906334,36,?
3,0,2,0,8,11581,0.387152,0,0.224644,50,?
0,0,5,0,12,12000,0.184818,2,0.004233,60,?
3,0,1,0,7,3583,0.280413,0,0.009551,40,?
2,0,1,0,10,6785,0.403183,0,0.024114,49,?
1,0,3,0,10,5400,0.593779,0,0.178412,33,?
0,0,1,0,9,2600,0.526336,0,0.110646,36,?
0,0,0,0,4,1,366,0,0.337183,80,?
0,0,1,0,13,?,2105,0,0.139988,64,?
1,0,2,0,22,12000,0.389718,4,0.640805,49,?
0,0,0,1,13,0,83,2,0.111076,75,?
0,0,2,0,8,4000,0.791302,0,0.145492,33,?
1,0,2,0,11,6000,1.125312,1,0.868537,47,?
2,0,2,0,6,0,2752,0,0.998273,58,?
0,0,0,0,15,5900,0.33435,0,0.26734,40,?
0,0,0,0,11,?,49,0,0.02581,90,?
3,0,2,0,18,6800,0.559182,0,0.234675,49,?
2,0,2,0,14,13750,0.444986,0,0.820389,49,?
0,0,1,0,10,4333,0.180665,0,0.281155,51,?
2,0,2,0,15,5489,0.529872,0,0.264613,42,?
0,0,1,0,3,?,373,0,0.017076,64,?
1,0,2,0,11,27288,0.367181,0,0.694743,67,?
0,0,0,0,8,?,155,0,0.022835,65,?
2,0,2,0,6,5700,0.266269,0,0.241983,41,?
2,0,0,1,6,4207,0.431559,0,0.985563,50,?
0,0,1,0,6,7200,0.345369,0,0.405419,53,?
0,0,1,0,9,6676,0.385652,2,0.31498,53,?
1,0,2,0,18,3050,1.353982,0,0.311587,50,?
0,0,1,0,6,26666,0.074887,0,0.493672,41,?
0,0,1,0,16,2123,1.074388,0,0.475386,47,?
0,0,0,0,5,?,12,0,0.024234,48,?
4,1,1,0,6,1200,1.058285,3,0,47,?
1,0,0,0,1,2200,0.003635,0,0.56487,27,?
0,0,1,0,8,6347,0.293321,0,0,59,?
4,0,1,0,8,13333,0.193115,0,0.158414,49,?
0,0,1,0,5,?,1367,0,0.048543,58,?
1,0,1,0,6,6648,0.190254,0,0.034707,55,?
0,0,0,0,6,10800,0.000185,0,0.005392,41,?
0,0,1,0,6,?,454,0,0.013692,51,?
0,0,0,0,6,2705,0.159276,0,0.698755,32,?
0,0,0,1,2,3309,0.165257,3,1,33,?
0,0,1,0,9,4400,0.565326,0,0.842078,44,?
?,0,0,0,4,?,290,0,0.64649,83,?
4,0,2,0,14,6660,0.782165,0,0.502021,63,?
1,0,1,0,5,3000,0.19027,0,0.544197,33,?
0,0,3,0,9,?,5843,0,0.028569,42,?
0,0,1,0,7,?,1282,3,0.012482,50,?
0,0,0,0,2,3900,0.183799,0,0.359382,33,?
0,0,1,0,10,5583,0.189649,0,0.030851,52,?
0,0,2,0,16,?,3841,0,0.063013,57,?
3,0,0,0,9,4916,0.144397,0,0.014748,37,?
0,0,1,0,7,?,1349,0,0.011465,73,?
0,0,5,0,23,13000,0.687178,0,0.181745,60,?
4,0,1,0,12,13000,0.322052,0,0.134516,51,?
2,0,2,0,12,12025,0.394645,0,0.812767,55,?
0,0,0,5,1,?,157,0,1,28,?
1,0,1,1,5,11000,0.262522,2,0,51,?
0,0,1,0,12,14733,0.29476,0,0.562491,38,?
2,2,0,2,6,6900,0.121142,0,0.372048,55,?
2,0,0,0,3,3688,0.26701,0,0.777074,52,?
0,0,1,0,11,5106,0.514979,0,0.110755,33,?
?,0,2,0,11,?,5617,0,0.241847,59,?
0,0,2,0,14,?,3380,0,0.021279,52,?
1,0,3,0,12,?,5232,1,0.208858,44,?
0,0,0,0,10,1391,0.018678,0,0.015363,57,?
1,0,2,0,19,1250,3.73701,0,0.046001,60,?
0,0,1,0,20,7794,0.217191,0,0.027801,69,?
1,0,1,0,9,10000,0.230277,1,0.240965,65,?
2,0,0,1,23,3408,0.606923,1,0.960804,40,?
0,1,1,0,11,2626,0.369623,0,0.038776,53,?
1,0,4,0,12,4750,0.737108,0,0.016056,33,?
2,0,1,0,12,4583,0.544503,0,0.973648,49,?
0,0,2,0,10,3824,0.848366,0,0.548573,55,?
0,0,1,0,12,9000,0.328852,0,0.171483,44,?
0,0,2,0,9,3750,0.627833,4,0.999,29,?
1,0,1,0,15,5600,0.143367,0,0.066207,52,?
0,0,1,0,19,9870,0.654645,0,0.621221,66,?
1,0,2,0,16,10187,0.409207,1,0.372615,46,?
0,0,1,0,10,?,1066,0,0.014741,61,?
0,0,0,0,15,6300,0.216791,1,0.736253,45,?
1,0,1,0,4,23200,0.033404,0,0.07766,68,?
0,0,0,0,12,?,137,0,0.043664,79,?
1,0,0,0,9,?,541,0,0,27,?
0,0,1,0,7,8725,0.421499,0,0.113836,34,?
0,0,2,0,14,4283,1.072596,0,0.390093,42,?
0,0,1,0,9,2500,0.315874,0,0.046954,41,?
0,0,1,0,7,?,810,0,0.010235,45,?
3,0,0,0,4,4333,0.002538,0,0.034542,49,?
0,0,5,0,10,17334,0.420479,0,0.051733,66,?
0,0,0,0,9,?,930,0,0.100215,66,?
0,0,0,0,5,6400,0.004374,0,0.030476,26,?
0,0,2,0,14,3750,0.342042,0,0.111667,68,?
0,0,1,0,12,?,1640,0,0.7555,33,?
0,0,0,0,9,5000,0.003599,0,0.003764,77,?
0,2,0,0,3,?,228,0,0.17608,36,?
1,0,3,0,14,9300,0.562735,0,0.886897,55,?
0,0,0,0,10,2600,0.01115,0,0.015428,73,?
0,0,1,0,3,?,1009,0,0.880786,66,?
1,0,2,0,3,10500,0.364632,0,1,49,?
0,0,2,0,9,4300,0.659614,0,0.016542,48,?
0,0,1,0,9,601,2.347176,0,0.0133,66,?
0,0,2,0,6,4624,0.607351,0,0.028509,41,?
1,2,1,0,17,6000,0.508915,1,0.200947,54,?
1,0,2,0,5,7250,0.341746,0,0.123755,37,?
?,0,0,0,6,?,500,0,0.900928,66,?
1,0,0,0,13,10000,0.227377,0,0.133747,65,?
1,0,3,0,12,8600,0.668178,0,0.430421,55,?
0,0,2,0,8,10443,0.19887,0,0.339384,38,?
0,0,2,0,4,?,1915,0,0.014597,48,?
0,0,2,0,22,9200,0.767308,1,0.287737,74,?
0,0,1,1,11,5166,0.522934,5,0.885852,37,?
1,0,1,0,11,33333,0.415822,0,0.053611,63,?
2,0,0,5,1,3375,0.293246,0,1.596538,25,?
0,0,1,0,33,5283,0.488456,0,0.089804,56,?
0,0,0,0,5,6000,0.089985,0,0.039936,77,?
2,0,2,0,7,9537,0.309918,0,0.927564,42,?
0,0,1,0,8,5399,0.40537,1,0.246948,36,?
0,0,1,0,11,8420,0.171595,0,0.287972,40,?
1,0,0,0,6,5400,0.102203,1,0.988012,29,?
4,0,5,0,19,16083,0.834121,1,1.012222,56,?
0,1,0,0,15,1500,0.001999,0,0.001583,97,?
0,0,0,0,9,9777,0.005829,0,0.022094,89,?
0,0,2,0,12,3900,0.961548,0,0.653633,52,?
2,0,0,0,6,8333,0.0048,0,0.021517,42,?
2,1,2,1,5,5830,0.349854,2,0.538425,53,?
3,0,1,0,9,1925,0.954309,0,0.0035,32,?
1,0,1,0,7,4000,0.35891,0,0.29313,60,?
0,0,0,0,3,?,240,0,0.855973,47,?
0,0,3,0,13,12500,0.238941,0,0,63,?
0,0,0,0,13,2500,0.016393,0,0.06842,74,?
0,0,0,0,12,3400,0.13643,0,0.028288,77,?
0,0,1,0,15,5100,0.218193,0,0,68,?
1,1,1,0,9,5561,0.315174,0,0.004848,33,?
3,0,1,0,8,5934,0.460826,0,0.690131,42,?
3,0,2,0,11,3007,0.895944,0,0.942444,44,?
0,0,0,0,13,1800,0.285397,0,0.077397,41,?
0,1,1,2,4,5450,0.543753,1,0.978866,59,?
0,1,1,0,13,6500,0.274573,0,0.240829,58,?
0,0,1,0,8,6500,0.274419,0,0.060371,60,?
0,0,1,1,9,7028,0.076825,0,0,47,?
0,0,6,0,18,10216,1.016541,0,0.029744,61,?
1,0,0,0,3,7442,0.021631,0,0.457165,59,?
0,0,0,0,8,1726,0.917776,1,0.910909,29,?
1,0,0,0,7,9000,0.076103,0,0.396478,62,?
0,0,0,0,19,5200,0.282638,0,0.277497,50,?
0,0,3,0,15,?,4777,0,0,67,?
1,0,3,0,11,9953,0.290235,0,0.080717,64,?
0,0,1,0,17,3200,0.530772,0,0.082841,76,?
0,0,0,0,7,2485,0.010861,0,0.02087,90,?
0,0,1,0,7,1500,0.897402,1,0.093653,43,?
0,0,2,0,25,?,1077,0,0.106929,61,?
0,0,0,0,8,?,6,0,0.005694,56,?
2,0,1,0,12,2890,0.517122,0,0.216117,66,?
0,0,0,0,32,3750,0.516929,0,0.332601,78,?
0,0,1,0,3,?,867,0,0.090928,55,?
0,0,1,0,1,?,1650,1,1,46,?
?,0,0,0,5,?,53,0,1782,85,?
0,0,2,0,11,7517,0.383879,0,0.61237,58,?
0,0,1,0,13,2750,0.373319,0,0.135145,36,?
0,0,0,0,4,?,124,0,0.379262,50,?
2,0,2,0,8,6316,0.342884,0,0.001221,40,?
3,0,2,0,7,12750,0.227904,2,1.007733,48,?
1,0,1,0,7,5301,0.273293,0,0.029014,49,?
?,1,0,0,14,?,1493,1,0.900119,43,?
0,0,0,0,5,2080,0.018741,0,1.031077,26,?
3,1,1,1,10,11250,0.399076,3,1.073202,43,?
0,0,1,0,11,2433,1.923172,0,0.972487,39,?
0,0,0,0,6,1000,0.37962,1,0.679321,74,?
1,0,0,0,5,6550,0.163792,0,0.946173,38,?
0,0,2,0,12,?,1803,0,0.038755,65,?
0,0,0,0,10,9666,0.071791,1,0.142898,59,?
3,0,5,0,19,14515,0.451502,0,0.736396,38,?
0,0,1,0,8,4300,0.241339,0,0.024116,67,?
0,0,0,0,8,2975,0.663978,1,1.060646,39,?
0,0,1,0,15,8000,0.196725,0,0.007354,72,?
0,1,0,1,2,?,330,0,0.918216,32,?
0,0,1,0,14,4833,0.151427,0,0.022218,58,?
0,0,5,0,17,11167,0.720451,0,0.212121,64,?
3,0,2,0,9,?,3587,0,0.143857,50,?
2,0,2,0,8,9883,0.626872,0,0.841474,41,?
0,0,1,0,14,4000,0.306923,0,0.106746,62,?
0,0,1,0,4,?,1752,0,0.046598,52,?
3,0,1,0,6,3000,0.699434,0,0.011885,42,?
0,0,0,0,3,2166,0.277342,0,0.661122,37,?
2,1,1,0,11,13000,0.281594,0,1,33,?
2,0,3,0,10,14083,0.453777,0,0.239248,54,?
1,0,0,0,17,6500,0.005691,0,0,61,?
0,0,1,0,11,2200,1.815993,0,0.81264,35,?
0,0,1,0,14,23335,0.034925,0,0.025293,65,?
3,0,2,0,14,8500,0.225503,0,0.158022,42,?
1,0,1,0,7,?,1230,0,0.001301,84,?
0,0,0,0,18,2800,0.629418,2,0.432824,82,?
0,0,2,0,4,?,2641,0,0.580495,43,?
1,0,0,0,5,?,675,0,0,58,?
0,0,0,0,1,?,0,0,0,83,?
1,0,1,0,13,4328,0.728575,0,0.198371,40,?
0,0,0,0,9,6895,0.014211,0,0.024962,54,?
2,0,2,0,12,?,4259,0,0.3948,53,?
0,0,0,0,13,5848,0.271499,1,0.379757,57,?
0,0,2,0,7,?,2862,0,0.162721,45,?
0,0,2,0,10,7338,0.395694,1,0.046236,46,?
0,0,1,2,8,2700,0.641244,3,0.774346,71,?
0,0,0,0,5,8111,0.03427,0,0.046698,71,?
0,0,1,0,12,9900,0.19594,1,0.124321,66,?
0,0,1,0,9,6250,0.205727,0,0.004728,44,?
0,0,0,0,5,3150,0.0914,0,0.0085,80,?
0,98,0,98,0,?,22,98,1,25,?
0,0,0,0,0,669,0,0,1,55,?
0,0,1,0,6,7500,0.263298,1,0.033036,40,?
1,0,0,0,14,3300,0.20206,0,0.080455,42,?
0,0,2,0,7,2900,0.390555,1,0.212713,46,?
0,0,1,0,16,4100,0.348208,0,0.234742,34,?
1,0,1,0,9,6166,0.307119,0,0.749986,48,?
0,0,0,0,3,?,171,0,0.758843,70,?
1,0,1,0,16,12500,0.12287,0,0.253127,56,?
0,0,2,0,9,4000,0.748813,0,0.57207,36,?
1,0,1,0,5,2600,0.59554,0,0.000555,54,?
1,0,2,0,11,5113,0.408095,0,0.03431,33,?
3,0,0,0,12,9133,0.007554,1,0.029475,74,?
0,0,0,0,3,4500,0.011109,0,0.089621,50,?
0,0,2,0,9,5925,0.353696,0,0.386186,64,?
1,0,0,0,8,3413,0.126831,0,0,64,?
0,0,1,0,11,4471,0.528623,5,0.832032,67,?
0,0,1,0,9,3500,0.397029,0,0.128925,67,?
2,1,0,2,4,3664,0.078854,0,1,31,?
0,0,0,0,8,3250,0.008613,0,0.022836,63,?
1,0,0,0,8,1800,0.002221,0,0,58,?
0,2,0,0,4,4800,0.005207,0,0.01661,54,?
0,0,2,0,19,?,5252,1,0.019673,50,?
0,0,0,0,7,2137,0.399906,0,0.964504,74,?
0,0,0,0,8,?,91,0,0.03731,73,?
0,0,0,0,4,?,40,0,0.000547,63,?
0,0,2,0,16,5258,0.419091,0,0.021737,68,?
2,0,2,0,9,10000,0.530147,0,0.067475,39,?
1,0,0,0,2,5278,0.104944,0,0.0002,33,?
?,0,2,0,10,?,2412,0,0.983501,63,?
0,0,1,0,5,11900,0.32972,0,0.654505,41,?
0,0,0,0,5,3541,0.154997,0,0.122649,29,?
2,1,0,2,3,5086,0.161392,1,0,32,?
0,0,1,0,16,7583,0.386076,0,0.307544,50,?
0,0,13,0,33,8333,3.570074,1,0.30339,47,?
2,0,1,0,4,2875,0.331363,0,0,34,?
0,0,0,0,2,?,0,0,0.002456,86,?
2,0,1,1,5,7200,0.221219,1,0.346423,54,?
0,0,3,0,4,4200,1.009522,0,0,41,?
1,0,0,0,8,?,454,0,0.287513,53,?
0,0,0,0,9,2000,0.44028,0,0.231916,37,?
3,0,0,1,0,2200,0,0,1,44,?
1,0,1,0,5,0,1277,0,0,38,?
0,0,0,0,12,?,41,0,0.008945,51,?
0,0,2,0,7,3875,0.277864,0,0.005142,63,?
0,0,1,0,10,2500,0.344262,0,0.20899,70,?
0,0,0,0,6,?,362,0,0.157397,65,?
0,0,0,0,7,19800,0.00202,0,0.029284,72,?
0,0,2,0,4,?,2691,0,0.085727,60,?
0,0,1,0,25,0,1076,1,0.004559,34,?
0,0,0,0,7,5000,0.165767,1,0.543726,31,?
2,0,1,0,7,1,1275,0,0.053207,52,?
0,0,1,0,4,?,2020,1,0.369797,53,?
0,0,0,1,4,7083,0.117448,1,1,33,?
1,0,0,0,10,8000,0.027747,0,0.083235,73,?
0,0,1,0,8,4000,0.64084,0,0.267409,63,?
0,0,1,0,4,2308,0.690775,0,1.014691,61,?
0,0,0,0,5,5500,0.416652,0,0.785703,42,?
0,1,0,2,2,1372,0.08303,0,1,32,?
0,0,0,0,1,1000,0.020979,1,1,49,?
2,0,2,0,9,10000,0.580642,0,0.011,35,?
0,0,1,0,14,6365,0.321709,0,0.235705,69,?
1,0,0,0,16,5000,0.175365,0,0.050112,30,?
0,0,0,0,4,4000,0.004999,0,0.01208,81,?
0,0,0,0,4,5388,0.028206,0,0.121839,61,?
0,0,2,0,10,2734,1.098355,2,0.09843,54,?
0,0,2,0,12,6048,0.572987,0,0.139121,44,?
1,0,1,0,6,0,2904,0,0.141602,34,?
1,0,1,0,7,6100,0.418456,2,0.730508,62,?
2,0,0,2,0,3136,0,0,1,37,?
1,0,2,0,10,6021,0.387911,0,0.052575,63,?
0,0,2,0,20,14631,0.189038,0,0.003583,70,?
0,0,1,0,7,?,807,0,0.217764,54,?
1,0,0,0,2,8166,0,0,1,54,?
1,0,0,0,15,6408,0.105789,0,0.008761,39,?
1,0,1,0,7,7000,0.25782,0,0.113934,41,?
3,0,1,0,5,4166,0.383009,0,0.039973,41,?
1,0,2,0,12,12122,0.278149,0,0.185582,46,?
2,0,2,0,8,4038,0.772964,0,0.034927,39,?
0,0,1,0,12,10000,0.108689,0,0.008802,62,?
0,0,3,0,15,16333,0.342047,0,0.657264,49,?
4,0,0,0,9,16000,0.050184,2,0.25964,52,?
3,0,3,0,19,10500,0.450814,1,0.043313,49,?
0,0,1,0,11,6251,0.097729,0,0.024304,73,?
2,0,0,3,1,6255,0.095269,0,1,51,?
2,0,2,0,3,8987,0.358255,0,1,41,?
1,0,1,0,5,9275,0.268327,0,0.015599,59,?
4,0,0,0,5,7000,0.169262,3,0.939302,41,?
1,0,1,0,5,5586,0.461786,0,0.804108,59,?
1,0,1,0,8,7080,0.353622,0,0.04657,33,?
1,0,1,0,5,13090,0.161409,0,0.947371,56,?
0,0,2,0,5,31250,0.169339,0,0.113797,57,?
0,0,1,0,10,?,2939,0,0.004116,65,?
2,0,0,0,13,10833,0.127838,0,0.030507,52,?
0,1,0,1,5,1900,0.737507,1,1,28,?
0,0,2,0,7,9083,0.245927,0,0.033604,47,?
2,0,0,0,5,2500,0.336665,0,0.073615,34,?
3,0,1,0,9,?,4111,0,0.022,53,?
3,0,2,0,13,8305,0.363472,0,0.13091,32,?
0,0,0,0,1,2461,0.222989,0,1,55,?
?,0,1,0,12,?,1428,0,0.147801,59,?
2,0,0,0,9,5300,0.017355,0,0.053525,48,?
1,0,0,0,26,6987,0.340727,0,0.066648,75,?
2,0,5,0,8,12921,0.579399,0,0,51,?
